seqnames	start	end	width	strand	pr	delta	number	Annotated.gene.symbols	Detected.Features
chr7	27195355	27208200	12846	*	24.234	0.07	182	HOXA13, HOTTIP	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr16	55327616	55332465	4850	*	24.2	0.089	183	IRX6, AC109462.1, AC109462.2	3UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr2	113274034	113278511	4478	*	24.131	0.153	184	PAX8, PAX8-AS1	5UTRs, cpg_islands, cpg_shores, exons, introns, lncrna_gencode
chr10	117539186	117554590	15405	*	24.112	0.079	185	EMX2, EMX2OS	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr20	2749805	2749954	150	*	24.093	0.381	186	EBF4	cpg_islands, exons, introns
chr12	57619357	57622254	2898	*	24.088	0.064	187	SLC26A10P, ARHGEF25, AC025165.1	3UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr2	176145114	176151119	6006	*	24.064	0.107	188	MIR10B, HOXD3, HOXD4	cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, promoters
chr10	99527915	99531579	3665	*	24.054	0.036	189	LINC01475, AL513542.1	cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr14	74239029	74244438	5410	*	23.998	0.075	190	VSX2	5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, promoters
chr11	101126425	101130155	3731	*	23.911	0.121	191	PGR, PGR-AS1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr19	12994968	12996644	1677	*	23.869	0.022	192	NFIX	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr5	146335963	146346639	10677	*	23.847	0.11	193	POU4F3, RBM27, LOC105378213, AC011396.2	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr2	66443926	66444346	421	*	23.827	-0.124	194	MEIS1, MEIS1-AS2	cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr17	81340931	81342174	1244	*	23.799	0.16	195	AC027601.6	cpg_islands, cpg_shores, exons, firstexons, lncrna_gencode
chr2	176187087	176190442	3356	*	23.793	0.048	196	HOXD1, HAGLR, MIR7704, AC009336.2	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr4	1401788	1409482	7695	*	23.766	0.085	197	NKX1-1	cpg_islands, cpg_shores, exons, firstexons, intergenic, introns, promoters
chr17	36931411	36946669	15259	*	23.609	0.088	198	LHX1, LHX1-DT, AC243773.1	3UTRs, 5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr12	53925677	53971047	45371	*	23.608	0.082	199	HOXC12, HOXC13, HOTAIR, HOXC13-AS	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr10	93060322	93061051	730	*	23.545	0.38	200	CYP26C1, AL358613.1	5UTRs, cpg_islands, exons, firstexons, lncrna_gencode, promoters
chr22	49848122	49850077	1956	*	23.53	0.066	201		cpg_islands, enhancers_fantom
chr2	20664674	20667901	3228	*	23.501	0.044	202	GDF7	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr5	1873280	1888399	15120	*	23.464	0.056	203	IRX4, CTD-2194D22.4, IRX4-AS1, AC025183.1, AC025183.2	3UTRs, 5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr11	122975245	122980925	5681	*	23.379	0.106	204	BSX	3UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, intergenic, introns
chr7	1227618	1250217	22600	*	23.283	0.09	205	UNCX	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, promoters
chr20	21698285	21717389	19105	*	23.26	0.075	206	PAX1, LINC01726	3UTRs, 5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr10	123132277	123151770	19494	*	23.252	0.089	207	HMX2, HMX3	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, intergenic, introns, promoters
chr20	62477509	62478606	1098	*	23.243	0.017	208	AL499627.2	cpg_shores, exons, firstexons, lncrna_gencode, promoters
chr1	35573147	35573714	568	*	23.193	0.165	209	TFAP2E, TFAP2E-AS1, AC004865.2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr17	9020562	9024714	4153	*	23.165	0.042	210	NTN1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr12	54172933	54173866	934	*	23.161	0.004	211	SMUG1	cpg_inter, exons, firstexons, introns, promoters
chr2	20669346	20670319	974	*	23.12	0.319	212	GDF7	cpg_islands, cpg_shores, introns
chr10	100824531	100831208	6678	*	23.098	0.044	213	PAX2	3UTRs, cpg_islands, cpg_shores, exons, intergenic, introns
chr9	93944570	93956219	11650	*	23.064	0.061	214	BARX1, BARX1-DT	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr11	16610334	16614739	4406	*	22.936	0.122	215	SOX6, LOC105376571	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr15	41501199	41503517	2319	*	22.902	0.101	216	ITPKA	3UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr17	61459926	61463002	3077	*	22.794	0.071	217	TBX4, AC005901.1	cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, lncrna_gencode
chr6	37695871	37699466	3596	*	22.674	0.013	218	MDGA1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr9	77011706	77024172	12467	*	22.658	0.092	219	FOXB2	cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, intergenic, promoters
chr1	47228910	47232690	3781	*	22.655	0.046	220	TAL1, AL135960.1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr10	101137779	101143910	6132	*	22.628	0.081	221	TLX1	3UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, intergenic
chr4	41877738	41883129	5392	*	22.609	0.102	222	LINC00682, LOC105374426, AC108210.1	cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr1	165350478	165357907	7430	*	22.525	0.062	223	LMX1A	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr7	27094478	27097525	3048	*	22.468	0.079	224	HOXA1, HOTAIRM1	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr1	197904532	197921713	17182	*	22.446	0.095	225	C1orf53, LHX9	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, promoters
chr5	77844134	77845195	1062	*	22.386	0.092	226	TBCA	cpg_islands, cpg_shores, enhancers_fantom, introns
chr9	126609753	126615871	6119	*	22.386	0.059	227	LMX1B, LMX1B-DT, AL161908.1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr20	9506320	9509843	3524	*	22.341	0.09	228	LAMP5-AS1	cpg_islands, cpg_shelves, cpg_shores, exons, introns, lncrna_gencode
chr4	173537350	173539712	2363	*	22.302	0.06	229	HAND2-AS1	cpg_islands, cpg_shores, exons, introns, lncrna_gencode
chr9	136201388	136202618	1231	*	22.268	0.081	230	LHX3	5UTRs, cpg_islands, exons, firstexons, introns, promoters
chr1	217133836	217140942	7107	*	22.257	0.093	231	ESRRG	5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr7	27211890	27213819	1930	*	22.239	0.124	232	AC004080.7	cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr17	76074175	76077555	3381	*	22.232	0.095	233	GALR2	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr2	222288066	222314765	26700	*	22.176	0.093	234	LOC122319436, PAX3, CCDC140	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, promoters
chr5	55221918	55222542	625	*	22.157	0.352	235	MCIDAS	3UTRs, cpg_shores, exons, introns
chr11	2136490	2146531	10042	*	22.056	0.03	236	IGF2, IGF2-AS, INS-IGF2	5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr2	156329090	156329835	746	*	22.052	0.514	237	NR4A2	cpg_islands, exons, firstexons, introns, promoters
chr15	41492829	41496106	3278	*	22.046	0.045	238	ITPKA	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr19	39264076	39265623	1548	*	21.988	0.153	239		cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr17	48646122	48647829	1708	*	21.847	0.042	240	LINC02086, LOC101060400, AC103702.2	cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr12	114437127	114452276	15150	*	21.84	0.057	241	LOC105369998	cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, intergenic, introns, promoters
chr4	107147	108191	1045	*	21.81	0.185	242		cpg_islands, cpg_shores, promoters
chr4	13520338	13549492	29155	*	21.705	0.088	243	NKX3-2, LINC01097, LINC01096	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr2	172079837	172104652	24816	*	21.699	0.075	244	DLX1, DLX2, METAP1D, DLX2-DT	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr12	49344527	49348094	3568	*	21.664	0.02	245	DNAJC22	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr14	94766772	94776382	9611	*	21.644	0.079	246	GSC, AL121612.2	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr6	108113287	108120659	7373	*	21.64	0.049	247	OSTM1	cpg_islands, cpg_shores, enhancers_fantom, introns
chr15	74127529	74137465	9937	*	21.636	0.082	248	ISLR2, LOC283731, AC010931.2	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr2	161414221	161428202	13982	*	21.602	0.138	249	TBR1, SLC4A10, AC009487.1, AC009487.3	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr12	54105788	54107795	2008	*	21.592	0.105	250	FLJ12825, FAM242C, AC023794.1	cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr2	19350141	19352238	2098	*	21.561	0.026	251	OSR1	3UTRs, cpg_islands, cpg_shores, exons
chr11	114058777	114061701	2925	*	21.552	0.01	252	ZBTB16	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr2	176066488	176126310	59823	*	21.551	0.111	253	EVX2, HOXD10, HOXD11, HOXD12, HOXD13, HOXD9, HOXD-AS2	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr3	27712037	27715833	3797	*	21.512	0.124	254	LINC02084	cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, lncrna_gencode, promoters
chr5	159097112	159101229	4118	*	21.489	0.045	255	EBF1, LINC02202, LOC107986467	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr22	19723072	19724993	1922	*	21.437	0.054	256	GP1BB, SEPT5-GP1BB, SEPTIN5	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, intergenic, introns, promoters
chr17	1228017	1230397	2381	*	21.412	0.014	257	ABR	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr18	77248742	77252266	3525	*	21.392	0.115	258	GALR1	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr4	185015704	185022605	6902	*	21.377	0.057	259	HELT	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, intergenic, introns, promoters
chr2	232485418	232488226	2809	*	21.353	0.062	260	ECEL1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr12	1529700	1532004	2305	*	21.304	0.035	261	WNT5B	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr2	118831545	118861160	29616	*	21.263	0.07	262	EN1, LINC01956	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr19	18788152	18791572	3421	*	21.261	0.06	263	COMP	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr7	27220181	27220910	730	*	21.253	0.094	264		cpg_islands, cpg_shores, intergenic
chr20	21505077	21525216	20140	*	21.25	0.072	265	NKX2-2, NKX2-2-AS1	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr17	9001674	9004762	3089	*	21.132	0.049	266		cpg_islands, cpg_shores, intergenic
chr11	44308729	44323822	15094	*	21.075	0.068	267	ALX4	5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, promoters
chr6	99601972	99617009	15038	*	20.985	0.103	268	PRDM13	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, promoters
chr3	138935829	138940264	4436	*	20.917	0.071	269	LINC01391	cpg_islands, cpg_shores, exons, introns, lncrna_gencode
chr10	99540175	99541411	1237	*	20.912	-0.039	270		cpg_islands, cpg_shores, enhancers_fantom, intergenic
chr2	218879682	218881057	1376	*	20.898	0.044	271	WNT10A	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, promoters
chr2	218892167	218893804	1638	*	20.871	-0.03	272	WNT10A	3UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr19	2289324	2291302	1979	*	20.863	0.05	273	LINGO3, SPPL2B	3UTRs, cpg_islands, cpg_shores, exons, firstexons, introns
chr7	156999150	157023648	24499	*	20.845	0.052	274	MNX1, MNX1-AS1, MNX1-AS2	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr7	65508435	65510337	1903	*	20.831	0.065	275		cpg_islands, cpg_shores, exons, firstexons, intergenic, promoters
chr16	56667678	56668447	770	*	20.811	0.131	276	MT1G	5UTRs, cpg_shores, exons, firstexons, introns, promoters
chr6	1624200	1626674	2475	*	20.787	0.111	277	GMDS	cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr6	105985603	105986517	915	*	20.785	0.191	278		cpg_islands, cpg_shores, enhancers_fantom, intergenic
chr2	219057226	219061791	4566	*	20.758	0.051	279	IHH, MIR3131	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr11	31796208	31822419	26212	*	20.738	0.086	280	PAX6, RCN1, PAX6-AS1, PAUPAR	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr17	48603688	48604957	1270	*	20.734	0.442	281	HOXB6, HOXB-AS3	5UTRs, cpg_inter, cpg_shelves, exons, firstexons, introns, lncrna_gencode, promoters
chr3	62377038	62380344	3307	*	20.712	0.126	282		cpg_islands, cpg_shores, enhancers_fantom, intergenic
chr12	114392740	114415253	22514	*	20.621	0.061	283	TBX5, TBX5-AS1	5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr6	1604165	1615511	11347	*	20.619	0.078	284	FOXC1, FOXCUT	3UTRs, 5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr19	1744478	1768558	24081	*	20.596	0.035	285	ONECUT3, AC005256.1	5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr1	47416145	47417340	1196	*	20.586	0.105	286	FOXE3	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, promoters
chr6	41371330	41376125	4796	*	20.521	0.07	287		cpg_islands, cpg_shores, enhancers_fantom, intergenic
chr15	76334799	76347481	12683	*	20.482	0.11	288	ISL2, AC027243.1, AC027243.2	3UTRs, 5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr7	136868211	136871568	3358	*	20.48	0.093	289	CHRM2, LOC349160, AC009264.1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr5	73295673	73304291	8619	*	20.476	0.109	290		cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, intergenic
chr1	228004302	228009866	5565	*	20.474	0.043	291	WNT3A	5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, promoters
chr17	39595089	39608727	13639	*	20.435	0.083	292	NEUROD2	3UTRs, 5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, promoters
chr2	238846233	238849886	3654	*	20.42	0.066	293	TWIST2	3UTRs, 5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr5	174730770	174736454	5685	*	20.375	0.101	294	MSX2	3UTRs, cpg_islands, cpg_shores, exons, intergenic
chr7	27235213	27236254	1042	*	20.363	0.059	295		cpg_islands, cpg_shores, intergenic
chr18	75204363	75205414	1052	*	20.316	0.269	296	PTGR3	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns
chr1	156434438	156441066	6629	*	20.265	0.105	297	MIR9-1HG	cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, introns
chr17	2053373	2057815	4443	*	20.262	0.056	298	HIC1	5UTRs, cpg_islands, exons, firstexons, introns, promoters
chr14	36502333	36526224	23892	*	20.261	0.09	299	NKX2-1, SFTA3, NKX2-1-AS1, AL132857.1	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr11	118607258	118608916	1659	*	20.255	-0.004	300	PHLDB1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr3	62364631	62376414	11784	*	20.237	0.117	301	FEZF2, PTPRG-AS1	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr4	56655042	56656757	1716	*	20.135	0.034	302	HOPX	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr5	77627663	77646020	18358	*	20.108	0.134	303	OTP	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, promoters
chr3	129001087	129002458	1372	*	20.074	0	304	EFCC1, CFAP92	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr5	154470310	154487987	17678	*	20.064	0.084	305	HAND1, AC026688.2	3UTRs, 5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr7	97001850	97008056	6207	*	19.955	0.119	306	DLX6, DLX6-AS1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr2	19352917	19353211	295	*	19.936	0.02	307	OSR1	cpg_shores, exons, firstexons, introns
chr17	79796296	79807143	10848	*	19.925	0.055	308	CBX8, AC100791.2	5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr12	49537577	49540157	2581	*	19.922	0.058	309	KCNH3, AC020612.4	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr5	181058942	181060004	1063	*	19.888	0.102	310	BTNL9	3UTRs, cpg_islands, cpg_shores, exons, introns
chr2	72913341	72921606	8266	*	19.876	0.052	311	EMX1	5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr11	118609559	118611348	1790	*	19.856	0.012	312	PHLDB1	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr20	63004819	63010946	6128	*	19.797	0.049	313	BHLHE23, LINC01749	3UTRs, 5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr2	74497785	74500079	2295	*	19.769	0.113	314	LBX2	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr2	218988995	218997080	8086	*	19.728	0.044	315	CRYBA2, LINC00608	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr3	196968191	196970227	2037	*	19.701	0.007	316	PIGZ	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr3	137759528	137774087	14560	*	19.597	0.078	317	SOX14, LINC01210	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr7	150799749	150801820	2072	*	19.593	0.131	318	TMEM176A, TMEM176B	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr2	236162241	236175831	13591	*	19.548	0.085	319	GBX2, AC019068.1	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr1	46487779	46494895	7117	*	19.519	0.085	320	DMBX1	5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr10	93566472	93568406	1935	*	19.472	0.081	321	FFAR4	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr20	25081011	25085274	4264	*	19.468	0.079	322	VSX1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr9	126617039	126627251	10213	*	19.4	0.092	323	LMX1B	cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, introns
chr7	157682500	157694596	12097	*	19.34	0.055	324	PTPRN2	cpg_islands, cpg_shores, enhancers_fantom, exons, introns
chr9	132578516	132591386	12871	*	19.334	0.094	325	BARHL1	3UTRs, 5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, promoters
chr8	54469531	54470767	1237	*	19.279	0.087	326		cpg_islands, cpg_shores, enhancers_fantom, exons, intergenic, introns
chr17	48717555	48735945	18391	*	19.19	0.093	327	HOXB13, PRAC1, PRAC2, LOC105371811, MIR3185, AC091179.1	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr11	8267803	8269191	1389	*	19.179	0.04	328	LMO1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr13	27952962	27955361	2400	*	19.162	0.066	329	LINC00543	cpg_islands, cpg_shores, exons, firstexons, lncrna_gencode, promoters
chr11	16603953	16608580	4628	*	19.159	0.062	330	SOX6	cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr17	68196120	68201293	5174	*	19.153	0.032	331	ARHGAP27P2	cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, promoters
chr17	35495730	35496566	837	*	19.071	0.603	332	SLFN12L, AC015911.11	cpg_inter, introns, lncrna_gencode
chr22	19148686	19151472	2787	*	19.07	0.067	333	GSC2	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr1	118996266	119009560	13295	*	19.06	0.092	334	LOC105378933, AL139420.1, AL139420.2	cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr10	75407257	75409931	2675	*	19.052	0.044	335	LOC101929234, ZNF503-AS2, AC010997.4, AC010997.5	cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr7	27179566	27180211	646	*	19.03	0.135	336	HOXA10, HOXA10-HOXA9	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr1	26045373	26047043	1671	*	19.028	0.052	337	SLC30A2, AL391650.2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr2	176177764	176179279	1516	*	19.017	0.055	338	HAGLR, HAGLROS	cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr15	96408461	96418272	9812	*	18.992	0.087	339		cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, intergenic
chr2	176171310	176176250	4941	*	18.98	0.122	340	HOXD3, HAGLR	3UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, introns, lncrna_gencode
chr22	50603323	50604586	1264	*	18.977	0.157	341	MAPK8IP2	cpg_islands, cpg_shores, exons, firstexons, introns
chr10	93071378	93076203	4826	*	18.97	0.033	342	CYP26A1, AL358613.2, AL358613.3	3UTRs, 5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr12	53750830	53752242	1413	*	18.962	0.074	343	CISTR, LOC107984525, AC076968.2	cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr18	59218985	59221800	2816	*	18.95	0.071	344	GRP	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr10	23171307	23175586	4280	*	18.909	0.084	345		cpg_islands, cpg_shores, intergenic
chr2	86788927	86791731	2805	*	18.901	0.082	346	CD8A	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr2	176126673	176138024	11352	*	18.876	0.092	347	HOXD8, HOXD3, HOXD-AS2, LOC401021	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr17	81386494	81387860	1367	*	18.874	-0.007	348	AC110285.5	cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, lncrna_gencode, promoters
chr14	52267437	52269238	1802	*	18.872	0.029	349	PTGDR	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr3	138948976	138950665	1690	*	18.796	0.062	350	FOXL2NB	3UTRs, cpg_islands, cpg_shores, exons, introns
chr6	100444513	100469915	25403	*	18.788	0.169	351	SIM1	5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr12	54049328	54055179	5852	*	18.758	0.097	352	HOXC4	5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr8	10729103	10734974	5872	*	18.744	0.075	353	SOX7, LOC102723313, AC105001.1	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
