seqnames	start	end	width	strand	pr	delta	number	Annotated.gene.symbols	Detected.Features
chr3	128481768	128494500	12733	*	27.99	0	206	GATA2, GATA2-AS1	5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr2	20670052	20670893	842	*	27.959	0.096	207	GDF7	cpg_islands, cpg_shores, exons, introns
chr10	117540873	117545669	4797	*	27.949	0.002	208	EMX2, EMX2OS	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr5	171307921	171312585	4665	*	27.937	0.053	209	TLX3, AC091980.2	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr14	36661438	36664379	2942	*	27.925	0.003	210	PAX9	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr7	157001720	157006514	4795	*	27.923	0.016	211	MNX1, MNX1-AS2	3UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr11	32433066	32441559	8494	*	27.848	0.041	212	WT1, WT1-AS	5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr4	80263732	80269080	5349	*	27.807	0.036	213	FGF5	5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, promoters
chr2	44940926	44943215	2290	*	27.796	0.005	214	SIX3, SIX3-AS1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr2	118845208	118849242	4035	*	27.768	0.023	215	EN1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr10	75396416	75397587	1172	*	27.756	-0.002	216	ZNF503, AC010997.3	cpg_islands, introns, lncrna_gencode
chr6	108168168	108170168	2001	*	27.753	0	217	NR2E1	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr6	1614502	1614724	223	*	27.732	0.205	218		cpg_islands, intergenic
chr6	1377413	1384859	7447	*	27.695	0.022	219	AL034346.1	cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, lncrna_gencode
chr14	36580453	36580540	88	*	27.685	0.435	220	NKX2-8, AL132857.1	3UTRs, cpg_islands, exons, introns, lncrna_gencode
chr1	118983033	118983615	583	*	27.676	0.158	221	TBX15	cpg_shores, introns
chr2	176147491	176149128	1638	*	27.648	0.068	222	HOXD3	cpg_islands, cpg_shores, introns
chr12	53972404	53975783	3380	*	27.53	0.012	223	HOXC11, HOTAIR	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr10	100723712	100724844	1133	*	27.447	0.001	224		cpg_islands, cpg_shores, intergenic
chr7	1229748	1244359	14612	*	27.426	0.02	225	UNCX	3UTRs, 5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, promoters
chr6	149963198	149965601	2404	*	27.425	0.024	226	ULBP1	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr12	114692318	114693499	1182	*	27.424	-0.004	227	AC026765.2	cpg_islands, cpg_shores, enhancers_fantom, introns, lncrna_gencode
chr17	48641352	48643400	2049	*	27.356	0.093	228	LOC101060400, AC103702.2	cpg_islands, cpg_shores, introns, lncrna_gencode
chr2	118856226	118857095	870	*	27.319	-0.074	229		cpg_islands, intergenic
chr5	123098444	123099993	1550	*	27.268	0.045	230	PRDM6	cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr12	53949838	53951272	1435	*	27.223	0.141	231		cpg_islands, cpg_shores, intergenic
chr1	46488726	46493363	4638	*	27.176	0.042	232	DMBX1	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr7	155371503	155383050	11548	*	27.175	0.019	233	LINC03010, AC008060.1	cpg_islands, cpg_shores, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr7	97018170	97018889	720	*	27.134	-0.099	234		cpg_shores
chr17	48745517	48755612	10096	*	27.095	0.053	235		cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, intergenic
chr17	39596320	39600373	4054	*	27.092	-0.005	236		cpg_islands, cpg_shelves, cpg_shores, intergenic
chr12	54005776	54005821	46	*	27.085	-0.039	237	HOXC5, HOXC6	cpg_islands, introns
chr8	11692011	11710508	18498	*	26.972	0.042	238	GATA4	5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr7	27212621	27213442	822	*	26.967	0.067	239	AC004080.7	cpg_islands, cpg_shores, exons, firstexons, lncrna_gencode, promoters
chr1	92480247	92487098	6852	*	26.942	0.011	240	GFI1	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr4	41878467	41883129	4663	*	26.912	0.017	241	LINC00682, LOC105374426, AC108210.1	cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr17	48629815	48634283	4469	*	26.893	0.057	242	HOXB7, MIR196A1, HOXB-AS4	cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr6	166165200	166170035	4836	*	26.859	0.035	243	TBXT, LNCDAT	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr13	112053736	112057910	4175	*	26.827	0.039	244	SOX1-OT	cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr15	76339860	76343335	3476	*	26.804	0.068	245	ISL2, AC027243.1	3UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr7	157016179	157023648	7470	*	26.778	0.014	246	MNX1-AS1	cpg_islands, cpg_shores, exons, intergenic, lncrna_gencode
chr2	176066488	176069567	3080	*	26.759	0.058	247		cpg_islands, cpg_shores, intergenic
chr15	89379267	89379461	195	*	26.669	0.147	248	MIR9-3HG	cpg_islands, exons, firstexons, introns, lncrna_gencode, promoters
chr11	2141686	2145601	3916	*	26.577	-0.009	249	IGF2, IGF2-AS, INS-IGF2	cpg_islands, cpg_shores, enhancers_fantom, introns, lncrna_gencode, promoters
chr11	31809909	31819361	9453	*	26.457	0.044	250	PAX6, RCN1, PAX6-AS1, PAUPAR	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr6	1619547	1620452	906	*	26.449	-0.02	251		cpg_islands, intergenic
chr14	94772171	94774163	1993	*	26.447	0.13	252	AL121612.2	cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, lncrna_gencode
chr6	108161908	108168072	6165	*	26.428	0.023	253	NR2E1, OSTM1	5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr4	173517645	173519595	1951	*	26.424	0.062	254	SCRG1	cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr5	173236383	173240873	4491	*	26.377	0.029	255		cpg_islands, cpg_shores, enhancers_fantom, intergenic
chr1	47223870	47226555	2686	*	26.34	0.032	256	TAL1, AL135960.1	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr14	94768218	94770915	2698	*	26.335	0.028	257	GSC, AL121612.2	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr1	197914757	197921713	6957	*	26.324	0.055	258	LHX9	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr16	54284401	54284474	74	*	26.273	0.151	259	IRX3	cpg_islands, exons, introns
chr9	77013337	77023314	9978	*	26.231	0.028	260	FOXB2	cpg_islands, cpg_shores, exons, firstexons, intergenic, promoters
chr17	79789746	79793504	3759	*	26.214	-0.02	261	CBX8	3UTRs, cpg_islands, exons, intergenic
chr5	171312652	171320272	7621	*	26.175	0.044	262		cpg_islands, cpg_shelves, cpg_shores, intergenic
chr14	101562654	101565828	3175	*	26.137	0.042	263	DIO3, DIO3OS	3UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr8	96153337	96156134	2798	*	26.111	0.053	264	GDF6	cpg_inter, cpg_shelves, cpg_shores, introns
chr20	22576321	22579825	3505	*	26.088	0.07	265	LINC00261	cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr8	98947494	98949540	2047	*	26.075	0.057	266	OSR2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr17	49973052	49973696	645	*	26.068	-0.098	267	DLX4	3UTRs, cpg_islands, cpg_shores, exons, firstexons, introns
chr5	135032611	135034979	2369	*	26.059	0.002	268	PITX1, PITX1-AS1, AC008406.3, C5orf66	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr10	101145730	101147981	2252	*	26.039	0.027	269		cpg_islands, cpg_shores, intergenic
chr6	1624200	1625521	1322	*	25.964	0.039	270	GMDS	cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr16	56669475	56670152	678	*	25.959	-0.036	271	MT1H	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr10	117537248	117537297	50	*	25.921	0.019	272	EMX2OS	cpg_islands, introns, lncrna_gencode
chr17	2056977	2057116	140	*	25.917	0.137	273	HIC1	cpg_islands, exons
chr3	62367993	62375983	7991	*	25.861	0.027	274	FEZF2, PTPRG-AS1	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr10	99529102	99531579	2478	*	25.859	0.069	275	LINC01475	cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr13	27789354	27797705	8352	*	25.818	0.027	276	GSX1	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, intergenic, introns, promoters
chr11	101126803	101130155	3353	*	25.808	0.015	277	PGR, PGR-AS1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr10	93060396	93063876	3481	*	25.801	0.003	278	CYP26C1, CYP26A1, AL358613.1, AL358613.3	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr17	9020681	9023727	3047	*	25.792	0.002	279	NTN1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr17	48551592	48551940	349	*	25.789	0.06	280	HOXB-AS3, HOXB3	cpg_shores, introns, lncrna_gencode
chr12	54006099	54006489	391	*	25.775	-0.04	281	HOXC5, HOXC6	cpg_islands, cpg_shores, introns
chr17	48592072	48594635	2564	*	25.728	0	282	HOXB5, HOXB-AS3, HOXB6	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr4	54098406	54102595	4190	*	25.684	0.025	283	GSX2, PDGFRA	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr9	124502978	124503547	570	*	25.636	0.087	284	NR5A1	5UTRs, cpg_islands, exons, introns
chr17	80474411	80479242	4832	*	25.597	0.006	285	NPTX1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr1	3067385	3071148	3764	*	25.589	0	286	PRDM16, PRDM16-DT	5UTRs, cpg_islands, exons, firstexons, introns, lncrna_gencode, promoters
chr9	974098	975349	1252	*	25.579	0.099	287		cpg_shores
chr2	199464620	199466128	1509	*	25.573	0.043	288	SATB2, SATB2-AS1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr3	138949814	138950624	811	*	25.565	0.023	289	FOXL2NB	3UTRs, cpg_islands, cpg_shores, exons, introns
chr7	157008797	157012533	3737	*	25.564	0.014	290	MNX1, MNX1-AS1	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr17	2057211	2057271	61	*	25.544	0.131	291	HIC1	cpg_islands, exons
chr7	1245583	1245881	299	*	25.543	0.022	292		cpg_shores, intergenic
chr2	172093750	172099861	6112	*	25.531	0.016	293	DLX2	3UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, promoters
chr4	13525058	13525327	270	*	25.501	0.091	294		cpg_islands, cpg_shores, intergenic
chr22	50603642	50604271	630	*	25.479	0.367	295	MAPK8IP2	cpg_islands, cpg_shores, exons, introns
chr10	75407257	75407539	283	*	25.479	-0.165	296	ZNF503-AS2	cpg_islands, exons, lncrna_gencode
chr11	69816462	69820292	3831	*	25.444	0.016	297	FGF3	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr7	27094982	27099355	4374	*	25.432	0.015	298	HOXA1, HOTAIRM1	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr5	154472670	154480587	7918	*	25.355	0.008	299	HAND1	3UTRs, 5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, promoters
chr20	21395584	21396126	543	*	25.313	0.137	300	NKX2-4	3UTRs, cpg_islands, cpg_shores, exons
chr4	80196414	80198327	1914	*	25.301	0.038	301	PRDM8, PRDM8-AS1, AC021127.1	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr19	39264335	39265379	1045	*	25.288	0.094	302		cpg_islands, enhancers_fantom, exons, firstexons, introns, promoters
chr9	126611413	126615644	4232	*	25.287	0.036	303	LMX1B, LMX1B-DT, AL161908.1	5UTRs, cpg_islands, exons, firstexons, introns, lncrna_gencode, promoters
chr10	132784286	132789452	5167	*	25.277	0.027	304	NKX6-2	3UTRs, 5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr5	2739189	2740223	1035	*	25.269	0.007	305		cpg_islands
chr7	27160480	27161643	1164	*	25.263	0.009	306		cpg_islands, cpg_shores
chr6	99602603	99612009	9407	*	25.172	0.043	307	PRDM13	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr11	32426127	32429309	3183	*	25.151	0.033	308	WT1	cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr6	100453047	100456440	3394	*	25.141	0.097	309	SIM1	cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, introns
chr17	2023498	2026310	2813	*	25.123	0.002	310	RTN4RL1, LOC105371486, AC099684.3	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr5	77639745	77642105	2361	*	25.097	0.106	311		cpg_islands, cpg_shores
chr7	117322110	117325098	2989	*	25.092	0.006	312	WNT2, LOC105375467, CFTR, AC002465.1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr1	118985474	118989468	3995	*	25.031	0.048	313	TBX15	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr2	161423109	161425955	2847	*	25.031	0.109	314	TBR1, SLC4A10, AC009487.1, AC009487.3	3UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr4	4852480	4863207	10728	*	25.028	0.021	315	MSX1	3UTRs, 5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, promoters
chr10	93065535	93069428	3894	*	24.949	0.028	316	CYP26C1, CYP26A1, AL358613.3	3UTRs, cpg_islands, cpg_shores, exons, introns, lncrna_gencode
chr2	74502290	74503651	1362	*	24.947	0.029	317	LBX2, LBX2-AS1, AC005041.3	5UTRs, cpg_islands, exons, firstexons, introns, lncrna_gencode, promoters
chr1	220878360	220881813	3454	*	24.901	0.02	318	MTARC1, HLX, HLX-AS1	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr1	90720018	90720365	348	*	24.894	0.089	319	AC092805.1	cpg_islands, cpg_shores, introns, lncrna_gencode
chr10	117552115	117554181	2067	*	24.875	-0.006	320		cpg_islands, cpg_shores, enhancers_fantom, intergenic
chr1	165351595	165356969	5375	*	24.735	0.031	321	LMX1A	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr12	49336375	49336448	74	*	24.722	0.303	322	C1QL4	cpg_islands, exons, firstexons
chr4	173516033	173517519	1487	*	24.71	0.103	323	SCRG1	cpg_islands, cpg_shores, exons, intergenic
chr5	123086351	123091129	4779	*	24.692	0.017	324	PRDM6, PRDM6-AS1, AC106786.1	5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr2	20665058	20667769	2712	*	24.632	0.029	325	GDF7	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr2	74513073	74516667	3595	*	24.625	0.032	326	TLX2	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr2	176135735	176137641	1907	*	24.613	0.023	327	HOXD3, HOXD-AS2, LOC401021	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr20	9506320	9509314	2995	*	24.517	0.023	328	LAMP5-AS1	cpg_islands, cpg_shelves, cpg_shores, exons, introns, lncrna_gencode
chr2	172082584	172087374	4791	*	24.437	0.017	329	DLX1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr5	51389982	51390106	125	*	24.416	0.095	330	ISL1	cpg_islands, introns
chr1	179742400	179744783	2384	*	24.395	0.025	331	FAM163A, AL359853.3	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr15	41510956	41514184	3229	*	24.346	-0.023	332	LTK	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr19	3357828	3362799	4972	*	24.34	0.008	333	NFIC	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr9	124503590	124505307	1718	*	24.314	0.011	334	NR5A1	cpg_islands, enhancers_fantom, introns
chr12	114413046	114415884	2839	*	24.312	0.023	335		cpg_islands, cpg_shores, intergenic
chr4	84495634	84500746	5113	*	24.304	0.057	336	NKX6-1	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr7	27247668	27250156	2489	*	24.264	-0.006	337	EVX1, EVX1-AS	3UTRs, cpg_shelves, cpg_shores, exons, introns, promoters
chr10	123132773	123146905	14133	*	24.243	0.03	338	HMX3	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, intergenic, introns, promoters
chr22	49848268	49850077	1810	*	24.175	0.002	339		cpg_islands, enhancers_fantom
chr7	27220409	27220838	430	*	24.167	0.14	340		cpg_islands, cpg_shores, intergenic
chr17	48588920	48589648	729	*	24.113	0.097	341	HOXB-AS3, HOXB3, HOXB6	cpg_shelves, introns, lncrna_gencode, promoters
chr12	53981040	53989774	8735	*	24.108	-0.052	342	HOXC10, HOXC-AS3, HOXC5, HOXC6	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr17	48580259	48580808	550	*	24.106	0.089	343	MIR10A, HOXB-AS3, HOXB3, HOXB6, AC103702.1	cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr12	57619357	57622254	2898	*	24.088	0.001	344	SLC26A10P, ARHGEF25, AC025165.1	3UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr17	48550425	48550655	231	*	24.022	0.03	345	HOXB3, HOXB-AS1, HOXB-AS3	cpg_islands, exons, introns, lncrna_gencode
chr17	48601305	48606224	4920	*	23.992	0.016	346	HOXB6, HOXB-AS3	5UTRs, cpg_inter, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr10	101139123	101142813	3691	*	23.992	0.13	347		cpg_islands, cpg_shelves, cpg_shores, intergenic
chr7	27148901	27151733	2833	*	23.983	0.023	348	HOXA-AS3, HOXA6, HOXA3, AC004080.5, AC004080.6	cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr12	54173106	54173866	761	*	23.98	-0.002	349	SMUG1	cpg_inter, exons, firstexons, introns, promoters
chr5	1882093	1888245	6153	*	23.957	0.008	350	IRX4, CTD-2194D22.4, IRX4-AS1, AC025183.1, AC025183.2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr4	80189902	80190288	387	*	23.956	0.239	351	PRDM8-AS1, PRDM8, AC021127.1	cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr18	22176138	22178022	1885	*	23.862	0.045	352	GATA6, AC091588.1	cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr10	100824531	100830893	6363	*	23.837	0.01	353	PAX2	3UTRs, cpg_islands, cpg_shores, exons, intergenic, introns
chr2	218991397	218991990	594	*	23.775	0.1	354	CRYBA2	cpg_shores, exons, firstexons, introns, promoters
chr10	100737454	100747027	9574	*	23.76	0.02	355	PAX2	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr5	43036987	43038509	1523	*	23.752	0.108	356	ANXA2R-OT1, AC025171.1	cpg_islands, cpg_shores, introns, lncrna_gencode
chr22	19723042	19723154	113	*	23.74	0.078	357	SEPT5-GP1BB, SEPTIN5, GP1BB	3UTRs, cpg_islands, exons, promoters
chr5	135030187	135031847	1661	*	23.735	0.063	358	PITX1	cpg_islands, cpg_shores, exons, firstexons, introns
chr9	93954460	93956108	1649	*	23.733	-0.008	359	BARX1, BARX1-DT	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr12	54028342	54029911	1570	*	23.724	0.142	360	HOXC6, HOXC4, HOXC5, AC012531.2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr1	110070054	110070974	921	*	23.713	0.009	361	ALX3, STRIP1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr5	146335837	146346639	10803	*	23.699	0.05	362	POU4F3, RBM27, LOC105378213, AC011396.2	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr21	33017966	33034629	16664	*	23.659	0.024	363	OLIG2, C21orf62-AS1, AP000282.1	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr12	49345051	49347978	2928	*	23.639	0.012	364	DNAJC22	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr2	218879726	218884504	4779	*	23.574	-0.015	365	WNT10A	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr16	86512440	86518038	5599	*	23.479	0.032	366	FOXF1	3UTRs, cpg_islands, cpg_shores, exons, intergenic, introns
chr7	27235436	27236450	1015	*	23.472	0.023	367		cpg_islands, cpg_shores, intergenic
chr1	118998828	119002551	3724	*	23.423	0.044	368	LOC105378933, AL139420.1, AL139420.2	cpg_islands, cpg_shores, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr3	158102324	158102943	620	*	23.386	0.144	369	SHOX2	cpg_shores, exons, introns
chr11	16610961	16614408	3448	*	23.362	0.055	370	SOX6, LOC105376571	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr5	3590475	3592312	1838	*	23.349	0.002	371		cpg_islands, cpg_shores, intergenic
chr1	118992415	118994481	2067	*	23.329	0.111	372		cpg_islands, cpg_shores, enhancers_fantom
chr9	122225904	122231163	5260	*	23.309	0.006	373	LHX6	5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, promoters
chr11	122975245	122981101	5857	*	23.258	0.051	374	BSX	3UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, intergenic, introns
chr9	21968049	21971614	3566	*	23.227	0.108	375	CDKN2A, MTAP	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr3	128496504	128498307	1804	*	23.179	0.001	376	GATA2-AS1	cpg_islands, cpg_shores, enhancers_fantom, exons, introns, lncrna_gencode
chr7	155463647	155469832	6186	*	23.166	0.088	377	EN2	3UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, intergenic
chr15	96358920	96362325	3406	*	23.159	0.025	378	LOC101927263, AC087477.2	cpg_islands, cpg_shores, exons, introns, lncrna_gencode
chr17	48573383	48580142	6760	*	23.12	0.037	379	HOXB4, HOXB3, HOXB6, MIR10A, HOXB-AS3, AC103702.1	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr9	124006564	124012959	6396	*	23.104	0.017	380	LHX2, LHX2-AS1, AC006450.1, AC006450.3	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr17	9002003	9004941	2939	*	23.006	0.009	381		cpg_islands, cpg_shores, intergenic
chr17	48721819	48727415	5597	*	22.99	0.043	382	HOXB13, PRAC2, PRAC1, MIR3185	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr17	48584582	48586440	1859	*	22.971	0.034	383	HOXB-AS3, HOXB3, HOXB6	cpg_shelves, cpg_shores, enhancers_fantom, introns, lncrna_gencode
chr14	36646844	36648657	1814	*	22.961	0.007	384	LOC105370455, AL079303.1, AL132857.1	cpg_islands, cpg_shores, exons, introns, lncrna_gencode
chr8	22129100	22132540	3441	*	22.934	-0.013	385	HRURF, HR	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr5	77844223	77845195	973	*	22.902	0.068	386	TBCA	cpg_islands, cpg_shores, enhancers_fantom, introns
chr20	25082697	25085274	2578	*	22.889	0.039	387	VSX1	cpg_islands, cpg_shores, promoters
chr6	1603781	1606004	2224	*	22.865	0.001	388	FOXCUT	cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr10	22475508	22477603	2096	*	22.814	0.067	389	AL513128.2, AL513128.3	cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr12	54051200	54053192	1993	*	22.71	0.036	390	HOXC4	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, introns, promoters
chr7	155807963	155814123	6161	*	22.682	0.001	391	SHH	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr8	37697731	37697785	55	*	22.679	-0.249	392	ZNF703	cpg_islands, exons
chr2	19350293	19352175	1883	*	22.651	0.014	393	OSR1	3UTRs, cpg_islands, cpg_shores, exons
chr10	8033702	8038634	4933	*	22.617	0.07	394		cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, intergenic
chr12	114664703	114666372	1670	*	22.587	-0.009	395		cpg_islands, cpg_shores, enhancers_fantom, intergenic
chr7	27129722	27131535	1814	*	22.574	-0.005	396	HOXA4, HOXA-AS3, HOXA-AS2, HOXA3, AC004080.6	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr17	34578901	34583038	4138	*	22.561	0.003	397	TMEM132E, TMEM132E-DT, C17orf102	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr5	174723507	174725882	2376	*	22.551	0.004	398	MSX2	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr10	8049059	8051233	2175	*	22.54	-0.015	399	GATA3-AS1, GATA3	cpg_islands, cpg_shores, exons, introns, lncrna_gencode, promoters
