probeID,CpG_chrm,CpG_beg,b,ch,ez,su,pr
cg24155384,chr7,157018339.0,157018339,chr7,370.0730285644531,445.61468505859375,407.84385681152344
cg13492692,chr9,124015393.0,124015393,chr9,363.5666198730469,451.70556640625,407.63609313964844
cg09339763,chr4,173531460.0,173531460,chr4,368.6690368652344,446.22088623046875,407.44496154785156
cg01890984,chr15,67823853.0,67823853,chr15,374.3604431152344,440.5007629394531,407.43060302734375
cg03413097,chr7,157018727.0,157018727,chr7,368.99456787109375,445.7138977050781,407.35423278808594
cg17744293,chr1,50425279.0,50425279,chr1,377.4654235839844,437.08966064453125,407.2775421142578
cg25591794,chr13,27980704.0,27980704,chr13,344.1102294921875,470.0979919433594,407.10411071777344
cg17803868,chr7,155458204.0,155458204,chr7,375.2873229980469,438.5765380859375,406.9319305419922
cg17283857,chr10,101229557.0,101229557,chr10,328.4193420410156,485.2357482910156,406.8275451660156
cg19072871,chr10,101229131.0,101229131,chr10,320.8431701660156,492.4346008300781,406.6388854980469
cg21851351,chr13,27793949.0,27793949,chr13,394.93231201171875,418.2237548828125,406.5780334472656
cg23242052,chr2,176083057.0,176083057,chr2,360.72088623046875,452.152099609375,406.4364929199219
cg11631427,chr17,61401217.0,61401217,chr17,371.64697265625,441.08203125,406.364501953125
cg20875159,chr12,114405908.0,114405908,chr12,376.170166015625,436.5061340332031,406.33815002441406
cg24265610,chr10,101229553.0,101229553,chr10,329.22576904296875,483.3584289550781,406.29209899902344
cg04002444,chr12,114405777.0,114405777,chr12,358.291259765625,454.2069091796875,406.24908447265625
cg05110178,chr17,37743961.0,37743961,chr17,349.7673645019531,462.6963195800781,406.2318420410156
cg13372879,chr2,172083344.0,172083344,chr2,391.2900085449219,420.75518798828125,406.02259826660156
cg05361559,chr8,22691589.0,22691589,chr8,365.4203186035156,446.62030029296875,406.0203094482422
cg01451328,chr14,60648334.0,60648334,chr14,404.2685241699219,407.6028747558594,405.9356994628906
cg26332310,chr1,90716747.0,90716747,chr1,373.5133361816406,438.14166259765625,405.82749938964844
cg10521706,chr2,19356824.0,19356824,chr2,349.54156494140625,461.59271240234375,405.567138671875
cg18443359,chr5,135039002.0,135039002,chr5,367.7115478515625,443.0120544433594,405.36180114746094
cg11027005,chr10,101229562.0,101229562,chr10,323.9050598144531,486.52880859375,405.21693420410156
cg13661740,chr9,77020995.0,77020995,chr9,405.0798034667969,405.33648681640625,405.20814514160156
cg21778348,chr7,27154994.0,27154994,chr7,373.1189880371094,437.2339782714844,405.1764831542969
cg08587797,chr10,101229094.0,101229094,chr10,326.8780822753906,482.6484680175781,404.7632751464844
cg00160183,chr13,27977592.0,27977592,chr13,369.8116455078125,439.5916748046875,404.70166015625
cg20627174,chr2,118842167.0,118842167,chr2,358.4555969238281,450.9432678222656,404.6994323730469
cg13486820,chr1,90716730.0,90716730,chr1,379.8615417480469,429.30023193359375,404.5808868408203
cg10832938,chr2,44943225.0,44943225,chr2,341.23614501953125,467.8556823730469,404.54591369628906
cg00616687,chr21,36699885.0,36699885,chr21,352.8977966308594,456.18359375,404.5406951904297
cg11168004,chr4,13536134.0,13536134,chr4,367.7476501464844,441.1726379394531,404.46014404296875
cg07250162,chr17,48754884.0,48754884,chr17,397.25177001953125,411.4404296875,404.3460998535156
cg02229433,chr7,157009502.0,157009502,chr7,362.95703125,445.7138977050781,404.33546447753906
cg17606003,chr10,101229618.0,101229618,chr10,318.0291442871094,490.5751953125,404.3021697998047
cg19907796,chr2,70907563.0,70907563,chr2,347.9522399902344,459.856689453125,403.9044647216797
cg21216477,chr12,54046988.0,54046988,chr12,357.2189636230469,450.5129089355469,403.8659362792969
cg18436984,chr7,27158754.0,27158754,chr7,367.7182312011719,439.8630065917969,403.7906188964844
cg05653707,chr10,117545426.0,117545426,chr10,338.822998046875,468.43389892578125,403.6284484863281
cg14293300,chr21,33027052.0,33027052,chr21,349.19549560546875,458.0443115234375,403.6199035644531
cg03285457,chr10,101228771.0,101228771,chr10,327.8780517578125,478.4740295410156,403.17604064941406
cg01109169,chr2,70907499.0,70907499,chr2,339.9058532714844,466.0820617675781,402.99395751953125
cg22267770,chr6,10421905.0,10421905,chr6,382.0163879394531,423.1194152832031,402.5679016113281
cg13000912,chr6,99608183.0,99608183,chr6,383.83563232421875,420.804931640625,402.3202819824219
cg05372242,chr14,36514336.0,36514336,chr14,367.5480041503906,436.5998229980469,402.07391357421875
cg14438885,chr17,61398034.0,61398034,chr17,380.1462707519531,423.9989929199219,402.0726318359375
cg22396555,chr13,27928323.0,27928323,chr13,364.96441650390625,438.609130859375,401.7867736816406
cg04735310,chr17,48633688.0,48633688,chr17,349.7210388183594,453.2879943847656,401.5045166015625
cg10345920,chr8,23702805.0,23702805,chr8,352.641357421875,450.0325622558594,401.3369598388672
cg23340017,chr10,101135375.0,101135375,chr10,362.5569763183594,439.8290710449219,401.1930236816406
cg09188099,chr7,27206127.0,27206127,chr7,338.129150390625,464.1084899902344,401.1188201904297
cg18246368,chr19,1757699.0,1757699,chr19,356.9809265136719,444.5169677734375,400.7489471435547
cg16297011,chr4,13537398.0,13537398,chr4,358.3498229980469,442.1456604003906,400.24774169921875
cg19634247,chr12,54009529.0,54009529,chr12,347.638427734375,452.2933654785156,399.9658966064453
cg11576176,chr4,54100893.0,54100893,chr4,367.2069396972656,432.5025634765625,399.85475158691406
cg01175020,chr10,101136717.0,101136717,chr10,368.11883544921875,431.2863464355469,399.7025909423828
cg08756712,chr17,49972110.0,49972110,chr17,356.5130615234375,442.5296325683594,399.52134704589844
cg21925968,chr8,26042166.0,26042166,chr8,369.8868713378906,429.0651550292969,399.47601318359375
cg05929882,chr12,114409702.0,114409702,chr12,382.1659851074219,416.74371337890625,399.45484924316406
cg08100687,chr13,27928492.0,27928492,chr13,351.520751953125,447.2047119140625,399.36273193359375
cg03989480,chr1,50419679.0,50419679,chr1,363.53594970703125,435.0608825683594,399.2984161376953
cg08037440,chr1,228007381.0,228007381,chr1,357.7112731933594,440.7848205566406,399.248046875
cg00090147,chr8,11704857.0,11704857,chr8,383.6373596191406,414.6365661621094,399.136962890625
cg06946452,chr2,118849054.0,118849054,chr2,349.4169006347656,448.79193115234375,399.1044158935547
cg05310249,chr8,23703076.0,23703076,chr8,358.1457824707031,440.0617980957031,399.1037902832031
cg18035255,chr5,77637549.0,77637549,chr5,358.3498229980469,439.6943664550781,399.0220947265625
cg21811143,chr2,118842171.0,118842171,chr2,356.6227111816406,441.4197998046875,399.02125549316406
cg27508551,chr7,27156298.0,27156298,chr7,370.9615783691406,426.3117980957031,398.6366882324219
cg19816883,chr17,36938819.0,36938819,chr17,317.3016052246094,479.70538330078125,398.5034942626953
cg20399871,chr7,27165043.0,27165043,chr7,385.15753173828125,411.6517028808594,398.4046173095703
cg14855607,chr14,74240187.0,74240187,chr14,360.659912109375,435.3561706542969,398.00804138183594
cg15365032,chr9,97848414.0,97848414,chr9,341.9986877441406,453.4875183105469,397.74310302734375
cg13680188,chr8,11702976.0,11702976,chr8,384.1625061035156,411.2783508300781,397.7204284667969
cg04970352,chr11,44305848.0,44305848,chr11,346.2578430175781,448.42333984375,397.34059143066406
cg05022306,chr12,54009469.0,54009469,chr12,324.2076110839844,470.3255310058594,397.2665710449219
cg11073558,chr8,96159672.0,96159672,chr8,346.75201416015625,447.7623596191406,397.25718688964844
cg26987376,chr12,53995056.0,53995056,chr12,326.31939697265625,467.33343505859375,396.826416015625
cg02320543,chr14,60642826.0,60642826,chr14,368.18768310546875,425.42816162109375,396.80792236328125
cg22764436,chr2,222304007.0,222304007,chr2,345.6271667480469,447.321533203125,396.47434997558594
cg12857945,chr14,36658069.0,36658069,chr14,354.8669738769531,438.02978515625,396.44837951660156
cg02202305,chr1,156435575.0,156435575,chr1,363.5336608886719,429.19061279296875,396.3621368408203
cg21382382,chr4,173531809.0,173531809,chr4,362.9434509277344,429.48150634765625,396.2124786376953
cg07936950,chr2,172088405.0,172088405,chr2,367.4131164550781,424.9390869140625,396.1761016845703
cg22733133,chr7,155459229.0,155459229,chr7,337.06329345703125,455.02685546875,396.0450744628906
cg21073927,chr8,11704645.0,11704645,chr8,349.43658447265625,442.047119140625,395.7418518066406
cg01463565,chr17,9022840.0,9022840,chr17,379.8603210449219,411.2817687988281,395.571044921875
cg03660500,chr1,197918518.0,197918518,chr1,372.5661315917969,417.06219482421875,394.8141632080078
cg22675937,chr17,61404209.0,61404209,chr17,384.200439453125,405.11822509765625,394.6593322753906
cg01815538,chr6,99606738.0,99606738,chr6,355.47039794921875,433.73583984375,394.6031188964844
cg23472708,chr7,157009514.0,157009514,chr7,373.0277404785156,416.13836669921875,394.5830535888672
cg06588201,chr4,173509335.0,173509335,chr4,355.2090759277344,433.9425964355469,394.5758361816406
cg05667348,chr10,117133069.0,117133069,chr10,340.45672607421875,448.6639099121094,394.56031799316406
cg01765249,chr17,61398972.0,61398972,chr17,340.1293029785156,448.9484558105469,394.53887939453125
cg07860673,chr13,27920858.0,27920858,chr13,349.7489929199219,439.1409606933594,394.4449768066406
cg09326404,chr1,46491166.0,46491166,chr1,354.2708435058594,434.4076232910156,394.3392333984375
cg00698204,chr21,36708393.0,36708393,chr21,364.205810546875,424.3141174316406,394.2599639892578
cg07006091,chr12,114440681.0,114440681,chr12,334.29864501953125,454.1251525878906,394.21189880371094
cg21024826,chr7,157009628.0,157009628,chr7,385.2427062988281,402.6755676269531,393.9591369628906
cg01285501,chr7,27166841.0,27166841,chr7,378.07745361328125,409.3330993652344,393.7052764892578
cg27656949,chr17,48618004.0,48618004,chr17,341.1882629394531,445.9270324707031,393.5576477050781
cg27651243,chr7,157006453.0,157006453,chr7,363.3707580566406,423.5367736816406,393.4537658691406
cg25716623,chr15,89378613.0,89378613,chr15,340.45672607421875,446.26849365234375,393.36260986328125
cg01381846,chr7,27165165.0,27165165,chr7,361.7375793457031,424.65576171875,393.19667053222656
cg01637233,chr5,77637398.0,77637398,chr5,355.289306640625,431.0172424316406,393.1532745361328
cg05266564,chr2,176159773.0,176159773,chr2,349.090087890625,437.134521484375,393.1123046875
cg16795466,chr8,11703000.0,11703000,chr8,385.6236877441406,400.269775390625,392.9467315673828
cg09765089,chr7,27251726.0,27251726,chr7,325.54949951171875,460.276611328125,392.9130554199219
cg20942223,chr7,155458344.0,155458344,chr7,362.4699401855469,423.11114501953125,392.79054260253906
cg23954268,chr5,173245450.0,173245450,chr5,380.09466552734375,405.43011474609375,392.76239013671875
cg07691705,chr7,157009630.0,157009630,chr7,388.88275146484375,396.6156311035156,392.7491912841797
cg21942490,chr7,27166617.0,27166617,chr7,375.69390869140625,409.40130615234375,392.547607421875
cg02011351,chr1,110069752.0,110069752,chr1,375.3509521484375,409.43109130859375,392.3910217285156
cg11862993,chr17,37743986.0,37743986,chr17,327.71771240234375,456.6424255371094,392.18006896972656
cg24274579,chr17,61457275.0,61457275,chr17,357.8691711425781,426.2976379394531,392.0834045410156
cg07907386,chr4,41747425.0,41747425,chr4,330.1797180175781,453.7154541015625,391.9475860595703
cg09385093,chr2,118850308.0,118850308,chr2,348.60784912109375,434.80926513671875,391.70855712890625
cg19122901,chr10,99534032.0,99534032,chr10,358.72821044921875,424.5176086425781,391.62290954589844
cg00123055,chr8,54458390.0,54458390,chr8,312.298583984375,470.9000549316406,391.5993194580078
cg10682155,chr21,36705172.0,36705172,chr21,364.4073486328125,418.4212341308594,391.41429138183594
cg22289831,chr21,36704408.0,36704408,chr21,356.1685791015625,425.8547058105469,391.0116424560547
cg15961466,chr13,27924740.0,27924740,chr13,376.95916748046875,405.0165710449219,390.9878692626953
cg04651603,chr12,53927517.0,53927517,chr12,299.82232666015625,482.0717468261719,390.94703674316406
cg23288335,chr2,172100317.0,172100317,chr2,344.6402282714844,437.174560546875,390.9073944091797
cg04330513,chr14,36514488.0,36514488,chr14,342.67791748046875,439.00384521484375,390.84088134765625
cg26725838,chr17,36940615.0,36940615,chr17,334.8050537109375,446.7946472167969,390.7998504638672
cg16940012,chr5,174732560.0,174732560,chr5,350.8545227050781,430.4433898925781,390.6489562988281
cg15427232,chr13,27976262.0,27976262,chr13,377.9707946777344,403.1141052246094,390.5424499511719
cg22324567,chr8,26041917.0,26041917,chr8,353.25750732421875,427.8004455566406,390.5289764404297
cg21875330,chr14,36658668.0,36658668,chr14,363.40594482421875,417.5190124511719,390.4624786376953
cg10775273,chr2,218993204.0,218993204,chr2,308.1867370605469,472.68035888671875,390.4335479736328
cg15799226,chr15,67822853.0,67822853,chr15,364.7931823730469,415.33709716796875,390.0651397705078
cg27294268,chr14,36514312.0,36514312,chr14,354.92926025390625,425.1033630371094,390.0163116455078
cg23620228,chr1,197918164.0,197918164,chr1,337.2096862792969,442.7119140625,389.96080017089844
cg12756396,chr1,50421296.0,50421296,chr1,343.744873046875,435.95611572265625,389.8504943847656
cg04384626,chr4,41880562.0,41880562,chr4,325.0425720214844,454.6565856933594,389.8495788574219
cg21697851,chr21,36704568.0,36704568,chr21,341.6751708984375,437.86480712890625,389.7699890136719
cg04666975,chr14,60510634.0,60510634,chr14,352.1210021972656,427.28448486328125,389.70274353027344
cg20596162,chr15,45116662.0,45116662,chr15,330.4718322753906,448.7155456542969,389.59368896484375
cg05238769,chr21,33026951.0,33026951,chr21,354.6966857910156,423.8996887207031,389.2981872558594
cg03656099,chr17,61404592.0,61404592,chr17,390.3083190917969,388.18743896484375,389.2478790283203
cg17276590,chr10,117544975.0,117544975,chr10,349.40924072265625,428.61541748046875,389.0123291015625
cg15446990,chr8,23702834.0,23702834,chr8,348.7096252441406,429.15252685546875,388.9310760498047
cg16076997,chr1,47439394.0,47439394,chr1,392.5926818847656,385.0093688964844,388.801025390625
cg08008403,chr1,197912610.0,197912610,chr1,373.07879638671875,404.502685546875,388.7907409667969
cg15167959,chr13,27928421.0,27928421,chr13,351.3515930175781,425.58367919921875,388.46763610839844
cg09463047,chr17,37744226.0,37744226,chr17,339.8069152832031,436.5061340332031,388.1565246582031
cg12605662,chr18,59267966.0,59267966,chr18,319.02490234375,457.24664306640625,388.1357727050781
cg21092808,chr2,176165121.0,176165121,chr2,356.80615234375,419.4375,388.121826171875
cg15812753,chr2,176165084.0,176165084,chr2,356.0048828125,420.1258850097656,388.0653839111328
cg03408271,chr4,13536022.0,13536022,chr4,338.71771240234375,437.365234375,388.0414733886719
cg02379082,chr7,157018789.0,157018789,chr7,346.6880798339844,429.30023193359375,387.99415588378906
cg04436255,chr16,56638271.0,56638271,chr16,338.4875183105469,437.49725341796875,387.9923858642578
cg27451484,chr7,155373739.0,155373739,chr7,345.80377197265625,429.7781982421875,387.7909851074219
cg24562066,chr2,218984584.0,218984584,chr2,342.1777648925781,433.3647766113281,387.7712707519531
cg18526607,chr5,55223478.0,55223478,chr5,342.3475341796875,433.1734924316406,387.76051330566406
cg02524954,chr11,32433417.0,32433417,chr11,337.5133972167969,437.943359375,387.72837829589844
cg16809460,chr1,50419696.0,50419696,chr1,361.6700439453125,413.6622619628906,387.66615295410156
cg02980693,chr3,128490126.0,128490126,chr3,339.8069152832031,435.1441650390625,387.4755401611328
cg09968620,chr2,176122654.0,176122654,chr2,372.57525634765625,402.3697814941406,387.47251892089844
cg08900821,chr4,173509906.0,173509906,chr4,324.969970703125,448.7640075683594,386.8669891357422
cg21877220,chr17,48618086.0,48618086,chr17,332.45648193359375,440.934326171875,386.6954040527344
cg22978620,chr3,128492044.0,128492044,chr3,349.94256591796875,423.4307861328125,386.6866760253906
cg19874726,chr14,60647757.0,60647757,chr14,348.9727478027344,424.1853942871094,386.5790710449219
cg06809252,chr1,110069421.0,110069421,chr1,348.39251708984375,424.55767822265625,386.47509765625
cg04567731,chr17,61455157.0,61455157,chr17,375.0355529785156,397.884033203125,386.4597930908203
cg06871074,chr1,147080015.0,147080015,chr1,367.4131164550781,405.43011474609375,386.42161560058594
cg14214262,chr12,114405382.0,114405382,chr12,345.708984375,427.0293273925781,386.36915588378906
cg01309744,chr7,155374705.0,155374705,chr7,336.5462646484375,436.0615539550781,386.3039093017578
cg22494858,chr1,110069089.0,110069089,chr1,342.9664611816406,429.2840270996094,386.125244140625
cg17819053,chr1,119007002.0,119007002,chr1,348.8149719238281,423.3497619628906,386.0823669433594
cg01524278,chr12,53961675.0,53961675,chr12,353.1519470214844,418.5311584472656,385.841552734375
cg02090014,chr7,157009645.0,157009645,chr7,377.98150634765625,393.59283447265625,385.78717041015625
cg26608174,chr17,48633672.0,48633672,chr17,329.22576904296875,441.8440246582031,385.53489685058594
cg04679712,chr8,26041322.0,26041322,chr8,373.150390625,397.19635009765625,385.1733703613281
cg17462140,chr11,2141132.0,2141132,chr11,367.9415283203125,402.1238098144531,385.0326690673828
cg24688826,chr6,99607296.0,99607296,chr6,360.2660217285156,409.6398010253906,384.9529113769531
cg14991487,chr2,176122675.0,176122675,chr2,378.1629333496094,391.6753234863281,384.91912841796875
cg09127044,chr5,55223330.0,55223330,chr5,317.72235107421875,451.8207702636719,384.7715606689453
cg18087672,chr17,48747552.0,48747552,chr17,354.7365417480469,414.5502014160156,384.64337158203125
cg19092096,chr1,110069851.0,110069851,chr1,350.489501953125,418.76531982421875,384.6274108886719
cg10024909,chr4,173531833.0,173531833,chr4,360.9737854003906,408.21539306640625,384.59458923339844
cg06313716,chr4,190018026.0,190018026,chr4,327.4120178222656,441.4974060058594,384.4547119140625
cg19715557,chr14,60648036.0,60648036,chr14,369.084228515625,399.58355712890625,384.3338928222656
cg15246719,chr17,37742262.0,37742262,chr17,329.4013671875,439.24310302734375,384.3222351074219
cg00893471,chr2,176165192.0,176165192,chr2,342.4214782714844,426.08587646484375,384.25367736816406
cg16792842,chr8,26041942.0,26041942,chr8,342.5070495605469,425.9479064941406,384.22747802734375
cg20073553,chr4,13543666.0,13543666,chr4,341.8450012207031,426.60968017578125,384.2273406982422
cg22964842,chr10,100735383.0,100735383,chr10,393.9921875,374.2236633300781,384.10792541503906
cg22327646,chr12,114440764.0,114440764,chr12,324.23199462890625,443.89129638671875,384.0616455078125
cg10877086,chr12,114444038.0,114444038,chr12,389.62994384765625,378.4795227050781,384.0547332763672
cg19623360,chr7,27152294.0,27152294,chr7,342.0657043457031,425.8140869140625,383.9398956298828
cg14305801,chr9,124013266.0,124013266,chr9,368.72235107421875,398.4468078613281,383.58457946777344
cg14451926,chr8,23705404.0,23705404,chr8,337.775390625,429.2485656738281,383.51197814941406
cg19519747,chr2,176149826.0,176149826,chr2,341.189697265625,425.45733642578125,383.3235168457031
cg24601716,chr13,27924313.0,27924313,chr13,330.4918518066406,435.1145324707031,382.8031921386719
cg03127416,chr8,22690492.0,22690492,chr8,337.0196228027344,428.42340087890625,382.7215118408203
cg18950778,chr11,32433815.0,32433815,chr11,324.2076110839844,441.0833740234375,382.64549255371094
cg24047810,chr11,2141110.0,2141110,chr11,356.8381042480469,408.34979248046875,382.5939483642578
cg27649239,chr15,67828054.0,67828054,chr15,343.26141357421875,421.7619934082031,382.51170349121094
cg26848718,chr11,32433428.0,32433428,chr11,342.3475341796875,422.3465881347656,382.34706115722656
cg21294935,chr2,70901407.0,70901407,chr2,315.386962890625,448.88604736328125,382.1365051269531
cg02062480,chr6,108166183.0,108166183,chr6,311.8410949707031,452.4078369140625,382.1244659423828
cg21948783,chr12,48978690.0,48978690,chr12,348.9931945800781,415.1457214355469,382.0694580078125
cg00158789,chr17,61457321.0,61457321,chr17,364.1658020019531,399.6432189941406,381.9045104980469
cg02194223,chr7,27245813.0,27245813,chr7,319.66485595703125,443.95538330078125,381.81011962890625
cg16895719,chr8,26041740.0,26041740,chr8,335.6416931152344,427.6812744140625,381.66148376464844
cg25927708,chr2,118846236.0,118846236,chr2,358.4555969238281,404.82073974609375,381.63816833496094
cg27116912,chr2,176083211.0,176083211,chr2,325.2256164550781,437.744140625,381.48487854003906
cg18334881,chr10,101222734.0,101222734,chr10,362.00665283203125,400.93316650390625,381.46990966796875
cg09537620,chr11,31805025.0,31805025,chr11,337.81768798828125,425.1080322265625,381.4628601074219
cg20756891,chr5,171316946.0,171316946,chr5,310.5183410644531,452.40240478515625,381.4603729248047
cg24587744,chr10,100735902.0,100735902,chr10,337.06329345703125,425.5674743652344,381.3153839111328
cg14093715,chr9,124013900.0,124013900,chr9,320.0047302246094,442.37091064453125,381.1878204345703
cg01458605,chr3,147410891.0,147410891,chr3,343.90045166015625,418.2099914550781,381.0552215576172
cg01819137,chr5,146340374.0,146340374,chr5,331.86566162109375,430.13397216796875,380.99981689453125
cg00422120,chr2,218983610.0,218983610,chr2,341.54071044921875,420.3920593261719,380.9663848876953
cg13441766,chr5,135040751.0,135040751,chr5,325.34271240234375,436.5061340332031,380.92442321777344
cg01357429,chr7,27245943.0,27245943,chr7,328.4193420410156,433.215087890625,380.8172149658203
cg27443071,chr4,190017934.0,190017934,chr4,332.9702453613281,428.5329284667969,380.7515869140625
cg23574897,chr10,101229078.0,101229078,chr10,314.0326232910156,447.05706787109375,380.5448455810547
cg09258804,chr17,61455202.0,61455202,chr17,361.7375793457031,399.314208984375,380.52589416503906
cg13646785,chr9,132586547.0,132586547,chr9,327.0762023925781,433.7456359863281,380.4109191894531
cg11777515,chr4,41750434.0,41750434,chr4,320.8472595214844,439.8276062011719,380.3374328613281
cg07681935,chr4,173531309.0,173531309,chr4,342.74200439453125,417.62109375,380.1815490722656
cg27136740,chr2,172101108.0,172101108,chr2,332.28704833984375,427.6812744140625,379.9841613769531
cg26577201,chr2,218993070.0,218993070,chr2,281.70074462890625,478.06951904296875,379.8851318359375
cg06883496,chr13,27929097.0,27929097,chr13,336.0714111328125,423.3497619628906,379.71058654785156
cg16208657,chr15,67826954.0,67826954,chr15,363.4407653808594,395.7104797363281,379.57562255859375
cg10846615,chr2,118841612.0,118841612,chr2,361.6700439453125,397.36346435546875,379.5167541503906
cg05488474,chr12,53995149.0,53995149,chr12,319.086181640625,439.42620849609375,379.2561950683594
cg22587479,chr2,218873503.0,218873503,chr2,331.1849060058594,427.14306640625,379.1639862060547
cg13975503,chr1,90716657.0,90716657,chr1,340.2087097167969,417.62109375,378.91490173339844
cg04782776,chr2,172083185.0,172083185,chr2,364.55670166015625,392.37646484375,378.4665832519531
cg20969194,chr2,222298455.0,222298455,chr2,321.9447021484375,434.6541442871094,378.29942321777344
cg04958411,chr17,79842911.0,79842911,chr17,347.64703369140625,408.75445556640625,378.20074462890625
cg09578028,chr2,176122682.0,176122682,chr2,361.7375793457031,394.65032958984375,378.19395446777344
cg24335138,chr11,44309557.0,44309557,chr11,343.081298828125,412.9347229003906,378.0080108642578
cg02643054,chr7,27166924.0,27166924,chr7,334.2029113769531,421.7038879394531,377.9533996582031
cg05938001,chr2,172088219.0,172088219,chr2,331.16326904296875,424.7137145996094,377.93849182128906
cg19455840,chr10,101146413.0,101146413,chr10,310.5719909667969,445.3043518066406,377.93817138671875
cg17231999,chr4,41880546.0,41880546,chr4,303.0240173339844,452.7325439453125,377.87828063964844
cg22623133,chr7,27156340.0,27156340,chr7,346.29541015625,409.43023681640625,377.8628234863281
cg24435879,chr7,155373509.0,155373509,chr7,314.8227233886719,440.6839904785156,377.75335693359375
cg25563456,chr11,32434522.0,32434522,chr11,327.51123046875,427.8514709472656,377.6813507080078
cg25924096,chr6,99606708.0,99606708,chr6,343.4197082519531,411.6517028808594,377.53570556640625
cg07211140,chr11,32433478.0,32433478,chr11,346.0190734863281,408.9882507324219,377.503662109375
cg25950112,chr5,171313865.0,171313865,chr5,321.7126159667969,432.9669494628906,377.33978271484375
cg12371933,chr7,155455015.0,155455015,chr7,315.3199462890625,439.260009765625,377.28997802734375
cg04063045,chr2,70897400.0,70897400,chr2,344.20556640625,410.3239440917969,377.26475524902344
cg03109101,chr10,117545583.0,117545583,chr10,328.45611572265625,425.8140869140625,377.1351013183594
cg13575339,chr14,74241609.0,74241609,chr14,365.9262390136719,388.04571533203125,376.98597717285156
cg18017926,chr5,173234483.0,173234483,chr5,356.28564453125,397.60430908203125,376.9449768066406
cg07011913,chr2,176149897.0,176149897,chr2,330.9929504394531,422.86077880859375,376.92686462402344
cg02583418,chr2,104856881.0,104856881,chr2,318.5000915527344,434.80926513671875,376.65467834472656
cg23871640,chr1,110069184.0,110069184,chr1,339.4239196777344,413.7353210449219,376.5796203613281
cg00842299,chr3,147411490.0,147411490,chr3,326.52459716796875,426.4988098144531,376.51170349121094
cg26299169,chr13,27924818.0,27924818,chr13,361.94091796875,391.0772705078125,376.50909423828125
cg06385227,chr7,155459505.0,155459505,chr7,321.6358947753906,431.1332092285156,376.3845520019531
cg22972965,chr17,79798850.0,79798850,chr17,321.7750549316406,430.76300048828125,376.26902770996094
cg19021197,chr17,61398850.0,61398850,chr17,336.7298583984375,415.7045593261719,376.2172088623047
cg16325502,chr2,222301715.0,222301715,chr2,342.74200439453125,409.6398010253906,376.19090270996094
cg10157251,chr15,89371376.0,89371376,chr15,306.6031188964844,445.6391906738281,376.12115478515625
cg07706844,chr10,100749752.0,100749752,chr10,380.532958984375,371.3061828613281,375.91957092285156
cg05468024,chr19,1748710.0,1748710,chr19,302.5246276855469,449.2912902832031,375.907958984375
cg01449136,chr14,60642598.0,60642598,chr14,313.14947509765625,438.6133728027344,375.8814239501953
cg02583938,chr22,19761253.0,19761253,chr22,357.1959228515625,394.4412841796875,375.818603515625
cg03129964,chr9,93952382.0,93952382,chr9,316.83612060546875,434.7375793457031,375.78684997558594
cg02187214,chr16,86565861.0,86565861,chr16,334.2809143066406,417.02484130859375,375.6528778076172
cg23610041,chr20,40692285.0,40692285,chr20,328.45611572265625,422.7693176269531,375.6127166748047
cg06388730,chr7,35258087.0,35258087,chr7,316.0830993652344,434.7375793457031,375.41033935546875
cg16329589,chr4,173508989.0,173508989,chr4,334.51300048828125,415.2790222167969,374.89601135253906
cg05050657,chr1,46491432.0,46491432,chr1,369.4837951660156,380.0467224121094,374.7652587890625
cg12134754,chr17,37742402.0,37742402,chr17,300.51788330078125,448.6639099121094,374.5908966064453
cg21751684,chr15,89377655.0,89377655,chr15,299.67950439453125,448.84814453125,374.2638244628906
cg14266251,chr9,132586903.0,132586903,chr9,344.4465637207031,403.9853515625,374.21595764160156
cg18962237,chr2,118848924.0,118848924,chr2,320.0047302246094,428.24176025390625,374.1232452392578
cg04245057,chr17,61401088.0,61401088,chr17,313.43084716796875,434.80926513671875,374.12005615234375
cg15601050,chr17,48738984.0,48738984,chr17,321.4712829589844,426.3277893066406,373.8995361328125
cg09935282,chr10,117137768.0,117137768,chr10,286.0569763183594,461.59271240234375,373.82484436035156
cg15830509,chr12,53973223.0,53973223,chr12,325.34271240234375,422.1183776855469,373.7305450439453
cg02162886,chr14,60647426.0,60647426,chr14,320.0835266113281,427.2369689941406,373.6602478027344
cg10023272,chr1,110069200.0,110069200,chr1,335.35394287109375,411.9461975097656,373.6500701904297
cg08483376,chr7,27245516.0,27245516,chr7,328.98187255859375,418.23919677734375,373.61053466796875
cg02032606,chr17,49971856.0,49971856,chr17,364.10943603515625,382.879150390625,373.4942932128906
cg01157126,chr2,218984466.0,218984466,chr2,354.21533203125,392.6124572753906,373.4138946533203
cg11460727,chr8,22691438.0,22691438,chr8,340.0014343261719,406.6233825683594,373.3124084472656
cg03255182,chr12,54029781.0,54029781,chr12,305.0616760253906,441.36199951171875,373.2118377685547
cg05224741,chr6,10422088.0,10422088,chr6,327.04840087890625,419.2806091308594,373.1645050048828
cg19981568,chr14,60510581.0,60510581,chr14,322.1093444824219,424.1222839355469,373.1158142089844
cg20234976,chr6,100448030.0,100448030,chr6,352.5025634765625,393.5317077636719,373.0171356201172
cg04223420,chr5,135028186.0,135028186,chr5,317.3310241699219,428.5329284667969,372.9319763183594
cg10757065,chr2,222301171.0,222301171,chr2,311.1899108886719,434.33380126953125,372.76185607910156
