IlmnID,chrom,pos,prc2
cg18475684,chr11,96303456,0.2998180091381073
cg24480093,chr4,148807306,0.2998180091381073
cg15795724,chr13,91371026,0.2998180091381073
cg04742492,chr15,99664876,0.2998180091381073
cg10276411,chr10,87489544,0.2998180091381073
cg27301110,chr11,107793767,0.2998180091381073
cg19556068,chr11,98346450,0.2998180091381073
cg04288975,chr3,118431477,0.2998180091381073
cg11417765,chr9,69769881,0.2998180091381073
cg26640485,chr18,35889836,0.2998180091381073
cg11540609,chr19,44748223,0.2998180091381073
cg11654153,chr9,106369005,0.2998180091381073
cg26614705,chr11,98325475,0.2998180091381073
cg26254634,chr19,53310930,0.2998180091381073
cg17783509,chr5,67099315,0.2998180091381073
cg03132556,chr15,102954262,0.2998180091381073
cg22435685,chr10,21882705,0.2998180091381073
cg08257516,chrX,93298095,0.2998180091381073
cg22619563,chr16,63864115,0.2998180091381073
cg06645865,chr4,124672454,0.2998180091381073
cg17507887,chr1,19209074,0.2998180091381073
cg17849895,chr7,25097203,0.2998180091381073
cg27264116,chr13,45964986,0.2998180091381073
cg11286097,chr8,48228971,0.2998180091381073
cg05151568,chr12,118840680,0.2998180091381073
cg11416597,chr4,128805687,0.2998180091381073
cg07938388,chr14,32598730,0.2998180091381073
cg25649770,chr2,131171958,0.2998180091381073
cg10487127,chr13,45964954,0.2998180091381073
cg08322205,chr18,35920131,0.2998180091381073
cg11541320,chr19,45302372,0.2998180091381073
cg24461589,chr19,45737872,0.2998180091381073
cg15358663,chr19,44672177,0.2998180091381073
cg24429861,chr11,107793771,0.2998180091381073
cg19158243,chr7,137308339,0.2998180091381073
cg17808882,chr8,40287094,0.2998180091381073
cg07849904,chr5,111417216,0.2998180091381073
cg06172365,chrX,12082381,0.2998180091381073
cg27261136,chr1,135146973,0.2998180091381073
cg26166546,chr14,111679044,0.2998180091381073
cg22572489,chr11,19020584,0.2998180091381073
cg14741939,chr9,91365813,0.2998180091381073
cg16366607,chr11,119040877,0.2998180091381073
cg00674395,chr11,69346705,0.2998180091381073
cg26255578,chr9,91387121,0.2998180091381073
cg13153497,chr4,21931799,0.2998180091381073
cg12045717,chr5,75071809,0.2998180091381073
cg01986981,chr5,97935226,0.2998180091381073
cg22186574,chr13,37827588,0.2998180091381073
cg22183626,chr14,76415279,0.2998180091381073
cg13866150,chr13,94868984,0.2998180091381073
cg09827655,chr18,36195960,0.2998180091381073
cg14490946,chr6,52161138,0.2998180091381073
cg03144714,chr15,103013868,0.2998180091381073
cg12579439,chr17,90456008,0.2998180091381073
cg09742539,chr19,45293627,0.2998180091381073
cg15944967,chr19,44724266,0.2998180091381073
cg24111320,chr14,57734170,0.2998180091381073
cg18359063,chr5,32135460,0.2998180091381073
cg15950348,chr9,91387200,0.2998180091381073
cg07085643,chr4,115972780,0.2998180091381073
cg12575233,chr11,98339347,0.2998180091381073
cg01973528,chr15,103061733,0.2998180091381073
cg13771609,chr13,94869948,0.2998180091381073
cg19878742,chr12,106479582,0.2998180091381073
cg26723360,chr6,113194073,0.2998180091381073
cg25161175,chrX,12137435,0.2998180091381073
cg09771800,chr11,24163635,0.2998180091381073
cg22344971,chr14,118322391,0.2998180091381073
cg09773079,chr9,56619904,0.2998180091381073
cg03387624,chr18,76856104,0.2998180091381073
cg12062853,chr11,98339352,0.2998180091381073
cg08701183,chr12,118529860,0.2998180091381073
cg27129843,chr19,44672175,0.2998180091381073
cg00251344,chr9,91360781,0.2998180091381073
cg17641859,chr19,44724227,0.2998180091381073
cg01199420,chr4,148860210,0.2998180091381073
cg12205654,chr12,118840670,0.2998180091381073
cg23146717,chr9,69769832,0.2998180091381073
cg20778764,chr12,56302180,0.2998180091381073
cg05706365,chr12,102949163,0.2998180091381073
cg15012766,chr4,120282597,0.2998180091381073
cg24831901,chr17,86168923,0.2998180091381073
cg06949081,chr4,109665326,0.2998180091381073
cg24012221,chr18,45560612,0.2998180091381073
cg11040210,chr4,148860338,0.2998180091381073
cg01663261,chr12,118843938,0.2998180091381073
cg00862376,chr15,102931945,0.2998180091381073
cg11134720,chr5,7344326,0.2998180091381073
cg18615337,chr4,97775270,0.2998180091381073
cg15515451,chr2,18041442,0.2998180091381073
cg00867415,chr13,37827586,0.2998180091381073
cg17736030,chr6,138422689,0.2998180091381073
cg00865002,chr18,54991064,0.2998180091381073
cg10216353,chr15,98168301,0.2998180091381073
cg19901381,chr5,33540299,0.2998180091381073
cg25283972,chr7,37773648,0.2998180091381073
cg03871262,chr2,160731876,0.2698360085487366
cg25551677,chrX,12152636,0.2698360085487366
cg06767010,chr9,97018836,0.2698360085487366
cg01696865,chr11,89300836,0.2698360085487366
cg25251375,chr8,116732800,0.2698360085487366
cg23270774,chr15,98798474,0.2698360085487366
cg01383681,chr14,34674015,0.2698360085487366
cg17261968,chr5,142817444,0.2698360085487366
cg23247491,chr13,116308457,0.2698360085487366
cg25242626,chr12,108004172,0.2698360085487366
cg12237679,chr2,146836843,0.2698360085487366
cg18517029,chr19,44514901,0.2698360085487366
cg03888920,chr5,148265462,0.2698360085487366
cg01061817,chr2,115856824,0.2698360085487366
cg04567783,chr2,105689960,0.2698360085487366
cg01712842,chr3,127625813,0.2698360085487366
cg03410722,chr8,120487967,0.2698360085487366
cg12705120,chr11,69346739,0.2698360085487366
cg26573821,chr18,35933795,0.2698360085487366
cg07595201,chr9,63876577,0.2698360085487366
cg18156125,chr2,29846444,0.2698360085487366
cg00659065,chr4,120282590,0.2698360085487366
cg13561157,chr2,25428816,0.2698360085487366
cg26748472,chrX,12136112,0.2698360085487366
cg13635516,chr2,153491786,0.2698360085487366
cg02337941,chr3,129208036,0.2698360085487366
cg05990001,chr17,46454181,0.2698360085487366
cg23810523,chr15,76516536,0.2698360085487366
cg25456335,chr12,118843981,0.2698360085487366
cg18550773,chr3,102023459,0.2698360085487366
cg19502209,chr13,98503944,0.2698360085487366
cg05378162,chr4,44558421,0.2698360085487366
cg16118889,chr12,49395151,0.2698360085487366
cg02597084,chr15,102949816,0.2698360085487366
cg19656972,chr4,144892877,0.2698360085487366
cg26522240,chr2,45113160,0.2698360085487366
cg25359553,chr8,120488013,0.2698360085487366
cg19683875,chr14,16575229,0.2698360085487366
cg24642372,chr18,59176457,0.2698360085487366
cg25366494,chr12,84590524,0.2698360085487366
cg06523030,chr15,48791984,0.2698360085487366
cg26538799,chr13,98503751,0.2698360085487366
cg01751209,chr13,94576082,0.2698360085487366
cg12440372,chr6,52161128,0.2698360085487366
cg23574150,chr4,137993958,0.2698360085487366
cg06462819,chr2,115856486,0.2698360085487366
cg19747727,chr7,44311048,0.2698360085487366
cg19711579,chr2,79456940,0.2698360085487366
cg03669298,chr2,9872975,0.2698360085487366
cg06395838,chr11,85894056,0.2698360085487366
cg26505248,chr18,42899556,0.2698360085487366
cg27003880,chr13,40713190,0.2698360085487366
cg03178290,chrX,161908755,0.2698360085487366
cg18501647,chr17,34631889,0.2698360085487366
cg03183597,chr2,33580834,0.2698360085487366
cg06981318,chr12,56302140,0.2698360085487366
cg02360445,chr2,18040283,0.2698360085487366
cg05361761,chr7,126848603,0.2698360085487366
cg07961015,chr13,73271021,0.2698360085487366
cg13679010,chr3,134236275,0.2698360085487366
cg13856487,chr2,19451679,0.2698360085487366
cg26741382,chr3,144569864,0.2698360085487366
cg24509515,chr18,76145724,0.2698360085487366
cg13655781,chr3,61003651,0.2698360085487366
cg08146829,chr4,124672444,0.2698360085487366
cg02317025,chr2,79456935,0.2698360085487366
cg05219494,chr2,71538268,0.2698360085487366
cg23567910,chr7,37773800,0.2698360085487366
cg18809289,chr6,116460935,0.2698360085487366
cg25982943,chr6,113194079,0.2698360085487366
cg22736354,chr13,47014655,0.2698360085487366
cg13410749,chr19,45293699,0.2698360085487366
cg02593752,chr4,111415167,0.2698360085487366
cg19194917,chr13,94576079,0.2698360085487366
cg16318223,chr13,98503537,0.2698360085487366
cg07693037,chr6,88189731,0.2698360085487366
cg15718283,chrX,11492163,0.2698360085487366
cg13459195,chr18,25486855,0.2698360085487366
cg18784090,chr19,45067404,0.2698360085487366
cg15091495,chr5,97935211,0.2698360085487366
cg17482005,chr19,44670933,0.2698360085487366
cg15880053,chr5,139537006,0.2698360085487366
cg02546724,chr1,89941608,0.2698360085487366
cg11758048,chr18,89769087,0.2698360085487366
cg12618920,chr8,126592431,0.2698360085487366
cg13665094,chr2,64097380,0.2698360085487366
cg02047068,chr19,44699034,0.2698360085487366
cg11630053,chr12,98900970,0.2698360085487366
cg22522751,chr18,25486866,0.2698360085487366
cg07919443,chr19,44674915,0.2698360085487366
cg02010334,chr14,122452886,0.2698360085487366
cg07898297,chr1,88701172,0.2698360085487366
cg15187227,chr4,82504950,0.2698360085487366
cg07875786,chr13,78200391,0.2698360085487366
cg02470595,chr15,103013910,0.2698360085487366
cg13525872,chr3,129208866,0.2698360085487366
cg05193512,chr1,186706037,0.2698360085487366
cg11677981,chr7,79497894,0.2698360085487366
cg07852259,chr2,105685870,0.2698360085487366
cg24352393,chr18,76137970,0.2698360085487366
cg17519004,chr6,88189728,0.2698360085487366
cg13895857,chr11,98325487,0.2698360085487366
cg15129042,chrX,57921633,0.2698360085487366
cg02150658,chrX,155623215,0.2698360085487366
cg24630153,chr5,67231756,0.2698360085487366
cg18957179,chr13,36730148,0.2698360085487366
cg13824077,chr2,57109335,0.2698360085487366
cg04836221,chr2,45113169,0.2698360085487366
cg24657860,chr4,109665056,0.2698360085487366
cg01469140,chr18,36195933,0.2698360085487366
cg02129856,chr1,89941592,0.2698360085487366
cg24688511,chr5,67099320,0.2698360085487366
cg24558392,chr11,96736362,0.2698360085487366
cg13721745,chr7,49914687,0.2698360085487366
cg12597232,chr4,49844604,0.2698360085487366
cg12649832,chr5,37901996,0.2698360085487366
cg27017668,chr2,30606905,0.2698360085487366
cg00061093,chr7,131550724,0.2698360085487366
cg09920422,chr6,39205481,0.2698360085487366
cg27638358,chr15,102973434,0.2698360085487366
cg10696085,chr15,99664735,0.2698360085487366
cg08629602,chr19,44674797,0.2698360085487366
cg10088241,chr14,111679068,0.2698360085487366
cg09829700,chr18,67610631,0.2698360085487366
cg21244114,chr7,101451341,0.2698360085487366
cg21482536,chr13,91461216,0.2698360085487366
cg21773992,chr14,34674018,0.2698360085487366
cg17046667,chr2,155942096,0.2698360085487366
cg09645993,chr13,94576089,0.2698360085487366
cg10147375,chr11,24163661,0.2698360085487366
cg21740009,chr4,124575918,0.2698360085487366
cg16602490,chrX,155623140,0.2698360085487366
cg16594733,chr15,102971001,0.2698360085487366
cg20802456,chr15,98798269,0.2698360085487366
cg11217865,chr18,36017737,0.2698360085487366
cg22024422,chr18,42899558,0.2698360085487366
cg10887333,chr8,88382275,0.2698360085487366
cg22121570,chr2,115856847,0.2698360085487366
cg22242857,chr18,80974759,0.2698360085487366
cg22330517,chr1,19103285,0.2698360085487366
cg08401965,chr18,54990381,0.2698360085487366
cg11381542,chr2,71536049,0.2698360085487366
cg27539081,chr7,70354752,0.2698360085487366
cg21948411,chr19,44672280,0.2698360085487366
cg08630735,chr1,106173315,0.2698360085487366
cg05081470,chr4,122996593,0.2698360085487366
cg08415412,chrX,161908759,0.2698360085487366
cg03709033,chr2,38369044,0.2698360085487366
cg21249517,chr10,43511367,0.2698360085487366
cg21057587,chr12,84569738,0.2698360085487366
cg10735971,chr1,154725958,0.2698360085487366
cg10444130,chr13,94596428,0.2698360085487366
cg09191938,chr2,116069763,0.2698360085487366
cg08844413,chr9,91386980,0.2698360085487366
cg09205019,chr7,73392155,0.2698360085487366
cg08522676,chr15,102931936,0.2698360085487366
cg16911392,chr7,116038986,0.2698360085487366
cg08823201,chr14,48750623,0.2698360085487366
cg00167491,chr13,118715368,0.2698360085487366
cg08327269,chr2,79456933,0.2698360085487366
cg22380921,chr16,67620203,0.2698360085487366
cg10929616,chr7,70354748,0.2698360085487366
cg08912986,chr6,52201099,0.2698360085487366
cg09820272,chr6,52173859,0.2698360085487366
cg22153774,chr19,44672291,0.2698360085487366
cg20997314,chr13,94869916,0.2698360085487366
cg22159998,chr1,19209060,0.2698360085487366
cg10193349,chr12,118529807,0.2698360085487366
cg16900594,chr4,122996600,0.2698360085487366
cg27625201,chr18,38185995,0.2698360085487366
cg11201611,chr2,29846441,0.2698360085487366
cg22343089,chr10,32889703,0.2698360085487366
cg02082650,chrX,93298162,0.2698360085487366
cg20705103,chr5,147155732,0.2698360085487366
cg19424122,chr18,61692252,0.2698360085487366
cg15043841,chr19,50678028,0.2698360085487366
cg11820374,chr11,18874768,0.2698360085487366
cg05399218,chr2,105684792,0.2698360085487366
cg25923654,chr5,114571897,0.2698360085487366
cg25923093,chr19,53310915,0.2698360085487366
cg22862561,chr4,124672425,0.2698360085487366
cg05459845,chr7,79535462,0.2698360085487366
cg04268179,chr19,44671153,0.2698360085487366
cg07456914,chr19,41483545,0.2698360085487366
cg24181917,chr3,88198210,0.2698360085487366
cg27193386,chr9,13297011,0.2698360085487366
cg24176069,chr15,103032736,0.2698360085487366
cg11891578,chr7,79592459,0.2698360085487366
cg15697185,chr13,60177484,0.2698360085487366
cg13202239,chr11,68399783,0.2698360085487366
cg11929511,chr6,39205484,0.2698360085487366
cg25847279,chr7,49640615,0.2698360085487366
cg11955993,chr7,79592462,0.2698360085487366
cg14486921,chr15,48792047,0.2698360085487366
cg07336259,chr12,3366026,0.2698360085487366
cg14159149,chr4,120282974,0.2698360085487366
cg12895788,chr7,70354712,0.2698360085487366
cg25657187,chr13,83732385,0.2698360085487366
cg03143781,chr2,105664622,0.2698360085487366
cg19816087,chr7,70354695,0.2698360085487366
cg16241714,chr16,15887495,0.2698360085487366
cg14030728,chr4,43632736,0.2698360085487366
cg22921760,chr14,52328480,0.2698360085487366
cg00810883,chrX,110814460,0.2698360085487366
cg07097963,chr2,18045851,0.2698360085487366
cg26887379,chr4,144892864,0.2698360085487366
cg25751494,chr4,124672491,0.2698360085487366
cg23018667,chr5,67231880,0.2698360085487366
cg13116110,chr18,80974767,0.2698360085487366
cg12047706,chr4,117304100,0.2698360085487366
cg02994039,chr19,44724234,0.2698360085487366
cg26426930,chr15,48791527,0.2698360085487366
cg12070096,chr13,73271023,0.2698360085487366
cg25103679,chr4,47352261,0.2698360085487366
cg23992472,chr4,137993477,0.2698360085487366
cg07610938,chr5,106463659,0.2698360085487366
cg12088599,chr15,103061770,0.2698360085487366
cg05751969,chr5,115430865,0.2698360085487366
cg19936176,chr18,25486848,0.2698360085487366
cg05621473,chr11,89300807,0.2698360085487366
cg07048527,chr11,96274671,0.2698360085487366
cg12934306,chr2,25291970,0.2698360085487366
cg03097155,chr8,92366754,0.2698360085487366
cg14302062,chr5,67231771,0.2698360085487366
cg25208067,chr6,6872024,0.2698360085487366
cg16018243,chr2,61804111,0.2698360085487366
cg05940851,chr11,98294788,0.2698360085487366
cg05623230,chrX,93291098,0.2698360085487366
cg18683707,chr18,61692300,0.2698360085487366
cg05866252,chr4,120269757,0.2698360085487366
cg15044168,chr1,19212439,0.23985399305820465
cg01981632,chr15,98632517,0.23985399305820465
cg02680430,chr1,121177325,0.23985399305820465
cg18059764,chr12,118844037,0.23985399305820465
cg07692115,chr5,114537894,0.23985399305820465
cg25981029,chr14,16575247,0.23985399305820465
cg02635768,chr13,91461177,0.23985399305820465
cg07639660,chr6,52270993,0.23985399305820465
cg07333792,chr12,46399635,0.23985399305820465
cg17170462,chr4,117427159,0.23985399305820465
cg18075267,chr1,23922145,0.23985399305820465
cg00733912,chr2,152050431,0.23985399305820465
cg21307150,chr13,51569582,0.23985399305820465
cg09906382,chr2,57110167,0.23985399305820465
cg22742651,chr3,144202816,0.23985399305820465
cg08481155,chr15,76516544,0.23985399305820465
cg27214343,chr9,110781888,0.23985399305820465
cg11848487,chr17,42317046,0.23985399305820465
cg07515696,chr19,44724237,0.23985399305820465
cg17037231,chr1,75458058,0.23985399305820465
cg25404477,chr4,84675029,0.23985399305820465
cg22956116,chr9,37147269,0.23985399305820465
cg20054305,chr13,51569524,0.23985399305820465
cg21173104,chr11,35122595,0.23985399305820465
cg15170459,chr4,124672392,0.23985399305820465
cg20513398,chr10,29196886,0.23985399305820465
cg15482199,chr15,103032739,0.23985399305820465
cg07428697,chr12,32379192,0.23985399305820465
cg22916733,chr16,22161552,0.23985399305820465
cg07555368,chr5,147223729,0.23985399305820465
cg11825056,chr11,24163562,0.23985399305820465
cg22343459,chr9,37147272,0.23985399305820465
cg21307980,chr7,51625510,0.23985399305820465
cg22528869,chr2,19451527,0.23985399305820465
cg26036986,chr16,81200961,0.23985399305820465
cg02456288,chr12,57535133,0.23985399305820465
cg15264681,chr5,67231765,0.23985399305820465
cg26424339,chr13,37827967,0.23985399305820465
cg16359550,chr9,52679792,0.23985399305820465
cg17944110,chr4,148804477,0.23985399305820465
cg01902998,chr12,76710049,0.23985399305820465
cg07299823,chr12,102949300,0.23985399305820465
cg23088328,chr1,163314942,0.23985399305820465
cg17231542,chr17,85646113,0.23985399305820465
cg08058546,chr14,70001891,0.23985399305820465
cg10247647,chr18,3508216,0.23985399305820465
cg10049548,chr15,99089190,0.23985399305820465
cg20319558,chr6,28981446,0.23985399305820465
cg15591276,chr5,139536971,0.23985399305820465
cg16575904,chr11,98342535,0.23985399305820465
cg00613562,chr1,12692494,0.23985399305820465
cg27281625,chr4,124478242,0.23985399305820465
cg27147137,chr2,32082803,0.23985399305820465
cg11548411,chr19,45302394,0.23985399305820465
cg08104970,chr13,83732376,0.23985399305820465
cg25682014,chr8,110168145,0.23985399305820465
cg20312798,chr1,19103232,0.23985399305820465
cg07094276,chr3,129219355,0.23985399305820465
cg07099291,chr9,91360913,0.23985399305820465
cg07107529,chr6,52323088,0.23985399305820465
cg02865946,chr2,29845675,0.23985399305820465
cg11202337,chr14,122454122,0.23985399305820465
cg02499249,chr14,16575509,0.23985399305820465
cg26316946,chr10,49783444,0.23985399305820465
cg11278996,chr8,84789084,0.23985399305820465
cg25565338,chr12,83487646,0.23985399305820465
cg08283380,chr4,148164313,0.23985399305820465
cg15406261,chr9,91406190,0.23985399305820465
cg16124154,chr12,33963058,0.23985399305820465
cg06620770,chr18,15063616,0.23985399305820465
cg02097817,chr12,102949367,0.23985399305820465
cg00928732,chr7,79592407,0.23985399305820465
cg23340053,chr18,61692314,0.23985399305820465
cg07777343,chr4,109665125,0.23985399305820465
cg22371517,chr12,108004158,0.23985399305820465
cg02308434,chr15,101054378,0.23985399305820465
cg21447090,chr1,42700171,0.23985399305820465
cg08159005,chr8,111537464,0.23985399305820465
cg14684436,chr4,123990932,0.23985399305820465
cg17875783,chr12,102949345,0.23985399305820465
cg06554892,chr19,46762697,0.23985399305820465
cg06773738,chr9,91387218,0.23985399305820465
cg10295572,chr6,52194873,0.23985399305820465
cg23320654,chr11,108923011,0.23985399305820465
cg01812599,chr19,45293693,0.23985399305820465
cg03295417,chr16,13449588,0.23985399305820465
cg06734921,chr3,8666336,0.23985399305820465
cg12220993,chr4,124478216,0.23985399305820465
cg22186193,chr2,74730638,0.23985399305820465
cg18315252,chrX,12131023,0.23985399305820465
cg09773031,chr12,102949351,0.23985399305820465
cg06941007,chr2,74724698,0.23985399305820465
cg03261383,chr7,4836456,0.23985399305820465
cg06957138,chr6,52197478,0.23985399305820465
cg03601723,chr19,44726451,0.23985399305820465
cg12394655,chr13,83738811,0.23985399305820465
cg01965462,chr1,69105051,0.23985399305820465
cg16400495,chr15,102973444,0.23985399305820465
cg10268587,chr19,45222760,0.23985399305820465
cg10143938,chr19,44808947,0.23985399305820465
cg06681652,chr9,52678004,0.23985399305820465
cg06639082,chr11,24074334,0.23985399305820465
cg00915395,chr16,22572627,0.23985399305820465
cg12309991,chr2,45113194,0.23985399305820465
cg16616888,chr12,106479537,0.23985399305820465
cg01784456,chr2,18030916,0.23985399305820465
cg23390662,chr11,96303511,0.23985399305820465
cg19826361,chr11,96324348,0.23985399305820465
cg22434010,chr6,94283820,0.23985399305820465
cg03436378,chr2,71537989,0.23985399305820465
cg09736035,chrX,12126764,0.23985399305820465
cg21242356,chr11,96307006,0.23985399305820465
cg17318138,chr2,152080935,0.23985399305820465
cg19829166,chr10,62129773,0.23985399305820465
cg22451098,chr4,155222421,0.23985399305820465
cg19839218,chr13,37827953,0.23985399305820465
cg19841211,chr7,79592443,0.23985399305820465
cg08251399,chr17,73805363,0.23985399305820465
cg19812625,chr12,118840705,0.23985399305820465
cg23327296,chr13,37826278,0.23985399305820465
cg22048157,chr8,109778923,0.23985399305820465
cg11419859,chr2,25292431,0.23985399305820465
cg06447962,chr11,24074246,0.23985399305820465
cg09684469,chr5,139537263,0.23985399305820465
cg11411057,chr1,42700022,0.23985399305820465
cg20391664,chr2,57109318,0.23985399305820465
cg19983424,chr1,75382185,0.23985399305820465
cg02588235,chr6,28981454,0.23985399305820465
cg18232211,chr7,126848595,0.23985399305820465
cg20869290,chrX,11807786,0.23985399305820465
cg19683912,chr13,94596949,0.23985399305820465
cg16944411,chr4,13751435,0.23985399305820465
cg14032567,chr2,73269120,0.23985399305820465
cg16906822,chr13,41606233,0.23985399305820465
cg04693958,chr4,148901225,0.23985399305820465
cg09646359,chr11,98325495,0.23985399305820465
cg09530369,chr17,85454597,0.23985399305820465
cg04991486,chr18,64340023,0.23985399305820465
cg16744551,chr13,116309728,0.23985399305820465
cg10586111,chr15,103061740,0.23985399305820465
cg10404717,chr2,29845696,0.23985399305820465
cg20983910,chr10,50902498,0.23985399305820465
cg13701059,chr15,82952446,0.23985399305820465
cg00193345,chr8,12430338,0.23985399305820465
cg13690286,chr7,101321745,0.23985399305820465
cg12620743,chr13,83732299,0.23985399305820465
cg06319737,chr2,174330373,0.23985399305820465
cg03712198,chr11,96736399,0.23985399305820465
cg06283414,chr19,44670369,0.23985399305820465
cg12818000,chr8,57353962,0.23985399305820465
cg01033486,chr3,34640823,0.23985399305820465
cg03837769,chrX,161908762,0.23985399305820465
cg20737275,chr11,69833997,0.23985399305820465
cg12826574,chr10,62129558,0.23985399305820465
cg26782661,chrX,12136136,0.23985399305820465
cg18611378,chr2,57111024,0.23985399305820465
cg04036479,chr11,103812561,0.23985399305820465
cg24395509,chr19,44724276,0.23985399305820465
cg05801832,chr2,45113188,0.23985399305820465
cg13756768,chr19,44699053,0.23985399305820465
cg01434367,chr8,93812854,0.23985399305820465
cg09129254,chr15,48792024,0.23985399305820465
cg25306428,chr2,180025252,0.23985399305820465
cg20311547,chr8,109484482,0.23985399305820465
cg06139548,chr2,152050425,0.23985399305820465
cg15869291,chr15,102964902,0.23985399305820465
cg06257308,chr1,168431322,0.23985399305820465
cg19544658,chr2,115856253,0.23985399305820465
cg05012275,chr19,44699056,0.23985399305820465
cg19614548,chr4,80911406,0.23985399305820465
cg27002522,chr15,103013946,0.23985399305820465
cg05465967,chr2,18997957,0.23985399305820465
cg08922059,chr2,72499113,0.23985399305820465
cg21829368,chr11,24074122,0.23985399305820465
cg21801378,chr9,59578467,0.23985399305820465
cg00251636,chr13,53468395,0.23985399305820465
cg21530396,chr2,71538009,0.23985399305820465
cg23571447,chr5,75071872,0.23985399305820465
cg01393027,chr8,88382515,0.23985399305820465
cg06184921,chr4,115972623,0.23985399305820465
cg26691307,chr18,45560435,0.23985399305820465
cg01275810,chr13,94597015,0.23985399305820465
cg19574793,chr15,102753199,0.23985399305820465
cg03830866,chr9,76323396,0.23985399305820465
cg23712344,chr14,16575148,0.23985399305820465
cg01052727,chr11,24074109,0.23985399305820465
cg14162013,chr15,102992909,0.23985399305820465
cg14429861,chr6,52201052,0.23985399305820465
cg13382372,chr15,103061740,0.23985399305820465
cg05370805,chr1,23922136,0.23985399305820465
cg13385016,chr3,129219349,0.23985399305820465
cg18639088,chr2,115856506,0.23985399305820465
cg04322052,chr19,44726443,0.23985399305820465
cg25103781,chrX,161908764,0.23985399305820465
cg10107220,chr9,91369046,0.23985399305820465
cg21550097,chr2,18049017,0.23985399305820465
cg13643339,chr12,86078637,0.23985399305820465
cg16726355,chr4,137993967,0.23985399305820465
cg16024222,chr4,84675033,0.23985399305820465
cg24164819,chr6,39205527,0.23985399305820465
cg04585017,chr9,74847035,0.23985399305820465
cg19184598,chr6,52197599,0.23985399305820465
cg23819016,chr5,147223881,0.23985399305820465
cg09113585,chr7,79497847,0.23985399305820465
cg26845448,chr18,45560174,0.23985399305820465
cg19298599,chr15,102973441,0.23985399305820465
cg13621323,chrX,12082611,0.23985399305820465
cg14322287,chr16,85172222,0.23985399305820465
cg04556560,chr18,62179623,0.23985399305820465
cg23792737,chr18,38185989,0.23985399305820465
cg18850771,chr4,124478114,0.23985399305820465
cg10853504,chr18,37807796,0.23985399305820465
cg04525496,chr13,89742390,0.23985399305820465
cg03932441,chr19,44671150,0.23985399305820465
cg18780131,chr8,12430341,0.23985399305820465
cg14522800,chr11,70465395,0.23985399305820465
cg02794451,chr6,118593805,0.23985399305820465
cg15447614,chr4,120282955,0.23985399305820465
cg01882022,chr7,19304987,0.23985399305820465
cg16365057,chr8,84789040,0.23985399305820465
cg17711361,chr15,99089192,0.23985399305820465
cg09557545,chr11,19020637,0.23985399305820465
cg10244777,chr19,44684018,0.23985399305820465
cg01510883,chr9,107633406,0.23985399305820465
cg18875620,chr4,124672439,0.23985399305820465
cg26972338,chr4,22496436,0.23985399305820465
cg05650111,chr8,12430315,0.23985399305820465
cg27533327,chr19,46762758,0.23985399305820465
cg13035237,chr2,73276319,0.23985399305820465
cg19088137,chr11,47379459,0.23985399305820465
cg17415555,chr10,105573725,0.23985399305820465
cg15940363,chr2,74694630,0.23985399305820465
cg24377657,chr2,109692370,0.23985399305820465
cg25100008,chr12,56302191,0.23985399305820465
cg23893313,chr2,25181177,0.23985399305820465
cg16772140,chr9,102354800,0.23985399305820465
cg13057862,chr8,84787776,0.23985399305820465
cg18821963,chr9,59578568,0.23985399305820465
cg01190601,chr1,69105087,0.23985399305820465
cg14215583,chr19,45244415,0.23985399305820465
cg01198287,chr5,139536999,0.23985399305820465
cg13057591,chr4,111415216,0.23985399305820465
cg21852513,chr3,102023463,0.23985399305820465
cg19291759,chr3,5210382,0.23985399305820465
cg13130928,chr5,121948654,0.23985399305820465
cg09276953,chr11,24074243,0.23985399305820465
cg05983909,chr14,12348606,0.23985399305820465
cg25195795,chr2,18048863,0.23985399305820465
cg23765988,chr6,52271009,0.23985399305820465
cg05284834,chr13,37828004,0.23985399305820465
cg13127071,chr15,102987051,0.23985399305820465
cg24350085,chr5,75071882,0.23985399305820465
cg09492859,chrX,93298322,0.23985399305820465
cg24081433,chr11,53519925,0.23985399305820465
cg09410314,chr13,37827971,0.23985399305820465
cg19872317,chr12,76710102,0.20987200736999512
cg23366861,chr15,82963797,0.20987200736999512
cg23287176,chr4,148922240,0.20987200736999512
cg00901683,chr5,145167407,0.20987200736999512
cg06757784,chr9,64022011,0.20987200736999512
cg12285768,chr9,74855052,0.20987200736999512
cg07548773,chr6,6006221,0.20987200736999512
cg11832374,chr16,63864146,0.20987200736999512
cg11900861,chr13,28885352,0.20987200736999512
cg08540100,chr4,136140506,0.20987200736999512
cg06993177,chr6,52319302,0.20987200736999512
cg23373574,chr12,33147769,0.20987200736999512
cg12021467,chr2,79459956,0.20987200736999512
cg07356774,chr19,7268287,0.20987200736999512
cg23045602,chr9,97018816,0.20987200736999512
cg20539383,chr12,85473614,0.20987200736999512
cg20543544,chr14,25608373,0.20987200736999512
cg19872412,chr2,19451520,0.20987200736999512
cg11863574,chr10,7211625,0.20987200736999512
cg11681358,chr6,72216708,0.20987200736999512
cg17267699,chr15,103032936,0.20987200736999512
cg08703210,chr15,76669093,0.20987200736999512
cg13541961,chr4,106827967,0.20987200736999512
cg24390947,chr1,168431517,0.20987200736999512
cg07145843,chr13,75089782,0.20987200736999512
