probeID,CpG_chrm,CpG_beg,b,ch,ez,su,pr
cg04855447,chr10,45672928.0,45672928,chr10,0.4417800009250641,0.02703999914228916,0.23441000003367662
cg20033981,chr13,41016016.0,41016016,chr13,0.4417800009250641,0.02703999914228916,0.23441000003367662
cg21439539,chr1,1406849.0,1406849,chr1,0.4417800009250641,0.02703999914228916,0.23441000003367662
cg24045935,chr22,40636687.0,40636687,chr22,0.13027000427246094,0.33855998516082764,0.2344149947166443
cg04153092,chr2,54115668.0,54115668,chr2,0.13027000427246094,0.33855998516082764,0.2344149947166443
cg14061378,chr9,136644639.0,136644639,chr9,0.13027000427246094,0.33855998516082764,0.2344149947166443
cg02220499,chr16,19717955.0,19717955,chr16,0.13027000427246094,0.33855998516082764,0.2344149947166443
cg16903510,chr19,48811217.0,48811217,chr19,0.13027000427246094,0.33855998516082764,0.2344149947166443
cg03537301,chr5,56950733.0,56950733,chr5,0.13027000427246094,0.33855998516082764,0.2344149947166443
cg05508168,chr19,40750041.0,40750041,chr19,0.13027000427246094,0.33855998516082764,0.2344149947166443
cg17798978,chr19,49473989.0,49473989,chr19,0.13027000427246094,0.33855998516082764,0.2344149947166443
cg09615521,chr11,113774105.0,113774105,chr11,0.13027000427246094,0.33855998516082764,0.2344149947166443
cg27047750,chr19,41860953.0,41860953,chr19,0.13027000427246094,0.33855998516082764,0.2344149947166443
cg12065799,chr1,38858949.0,38858949,chr1,0.13027000427246094,0.33855998516082764,0.2344149947166443
cg24804517,chr20,62929600.0,62929600,chr20,0.396369993686676,0.07247000187635422,0.23441999778151512
cg12099357,chr1,27725533.0,27725533,chr1,0.2246199995279312,0.2442300021648407,0.23442500084638596
cg07952985,chr4,119212648.0,119212648,chr4,0.2478799968957901,0.2209700047969818,0.23442500084638596
cg22431438,chr20,45812908.0,45812908,chr20,0.3493399918079376,0.11953999847173691,0.23443999513983727
cg11929911,chr2,189440797.0,189440797,chr2,0.34248000383377075,0.12639999389648438,0.23443999886512756
cg15466281,chr12,55743998.0,55743998,chr12,0.10938999801874161,0.3594900071620941,0.23444000259041786
cg11414821,chr6,30684993.0,30684993,chr6,0.1573999971151352,0.31150999665260315,0.23445499688386917
cg11265468,chr6,17987425.0,17987425,chr6,0.22821000218391418,0.24070000648498535,0.23445500433444977
cg14967868,chr4,176195619.0,176195619,chr4,0.42739999294281006,0.0415400005877018,0.23446999676525593
cg11386686,chr1,203305368.0,203305368,chr1,0.44196000695228577,0.026990000158548355,0.23447500355541706
cg02426464,chr17,1578010.0,1578010,chr17,0.38701000809669495,0.08194000273942947,0.2344750054180622
cg11720661,chr6,108261356.0,108261356,chr6,0.4211899936199188,0.047770000994205475,0.23447999730706215
cg13927140,chr19,30222301.0,30222301,chr19,0.3394300043582916,0.12962999939918518,0.2345300018787384
cg03592763,chr8,141367202.0,141367202,chr8,0.4572199881076813,0.011850000359117985,0.23453499423339963
cg17809170,chr5,150081761.0,150081761,chr5,0.4572199881076813,0.011850000359117985,0.23453499423339963
cg17599586,chr22,31630792.0,31630792,chr22,0.4572199881076813,0.011850000359117985,0.23453499423339963
cg15977278,chr12,103841196.0,103841196,chr12,0.4502499997615814,0.01891000010073185,0.23457999993115664
cg24319825,chr3,4493254.0,4493254,chr3,0.20294000208377838,0.26622000336647034,0.23458000272512436
cg10185519,chr16,30610665.0,30610665,chr16,0.20294000208377838,0.26622000336647034,0.23458000272512436
cg03999653,chr2,135052784.0,135052784,chr2,0.20294000208377838,0.26622000336647034,0.23458000272512436
cg20340141,chr7,76048178.0,76048178,chr7,0.20294000208377838,0.26622000336647034,0.23458000272512436
cg00017033,chr14,60092288.0,60092288,chr14,0.358489990234375,0.11068999767303467,0.23458999395370483
cg24119612,chr7,140398659.0,140398659,chr7,0.4660699963569641,0.003229999914765358,0.23464999813586473
cg17812951,chr3,113697075.0,113697075,chr3,0.4660699963569641,0.003229999914765358,0.23464999813586473
cg07699235,chr13,38686171.0,38686171,chr13,0.4660699963569641,0.003229999914765358,0.23464999813586473
cg13794553,chr9,105448407.0,105448407,chr9,0.16288000345230103,0.30643001198768616,0.2346550077199936
cg24612772,chr11,44095470.0,44095470,chr11,0.16288000345230103,0.30643001198768616,0.2346550077199936
cg22366214,chr3,99753513.0,99753513,chr3,0.16288000345230103,0.30643001198768616,0.2346550077199936
cg15658376,chr5,178204522.0,178204522,chr5,0.16288000345230103,0.30643001198768616,0.2346550077199936
cg18527435,chr2,196068931.0,196068931,chr2,0.16288000345230103,0.30643001198768616,0.2346550077199936
cg16593556,chr2,196068929.0,196068929,chr2,0.16288000345230103,0.30643001198768616,0.2346550077199936
cg19856822,chr3,101574223.0,101574223,chr3,0.039319999516010284,0.43007999658584595,0.23469999805092812
cg09036505,chr1,54407118.0,54407118,chr1,0.4655500054359436,0.003860000055283308,0.23470500274561346
cg00726782,chr12,57905429.0,57905429,chr12,0.3899399936199188,0.07947999984025955,0.2347099967300892
cg05180560,chr6,4018721.0,4018721,chr6,0.2763400077819824,0.19311000406742096,0.2347250059247017
cg09123625,chr16,2047208.0,2047208,chr16,0.4417800009250641,0.027720000594854355,0.23475000075995922
cg18578263,chr19,38878426.0,38878426,chr19,0.4417800009250641,0.027720000594854355,0.23475000075995922
cg12435611,chr17,61863690.0,61863690,chr17,0.4417800009250641,0.027720000594854355,0.23475000075995922
cg11192270,chr1,17012148.0,17012148,chr1,0.4417800009250641,0.027720000594854355,0.23475000075995922
cg20999084,chr17,8220933.0,8220933,chr17,0.4417800009250641,0.027720000594854355,0.23475000075995922
ch.8.49616578R,chr8,48541464.0,48541464,chr8,0.06971000134944916,0.39983999729156494,0.23477499932050705
cg01772563,chr7,95435086.0,95435086,chr7,0.46340999007225037,0.006169999949634075,0.23478999501094222
cg18016822,chr2,45611405.0,45611405,chr2,0.46340999007225037,0.006169999949634075,0.23478999501094222
cg13858054,chr9,83980348.0,83980348,chr9,0.0013200000394135714,0.4682900011539459,0.23480500059667975
cg05215424,chr16,67666557.0,67666557,chr16,0.17990000545978546,0.2897300124168396,0.23481500893831253
cg01687453,chr17,38869874.0,38869874,chr17,0.17990000545978546,0.2897300124168396,0.23481500893831253
ch.17.1317324F,chr17,50216912.0,50216912,chr17,0.1934400051832199,0.2762100100517273,0.2348250076174736
cg25827710,chr13,46168666.0,46168666,chr13,0.1934400051832199,0.2762100100517273,0.2348250076174736
cg02516189,chr9,136373639.0,136373639,chr9,0.1934400051832199,0.2762100100517273,0.2348250076174736
cg08284263,chr10,91198869.0,91198869,chr10,0.1934400051832199,0.2762100100517273,0.2348250076174736
cg02113729,chr13,99200167.0,99200167,chr13,0.2061000019311905,0.2635500133037567,0.2348250076174736
cg01063813,chr12,57111164.0,57111164,chr12,0.2061000019311905,0.2635500133037567,0.2348250076174736
cg22910382,chr11,45286353.0,45286353,chr11,0.2061000019311905,0.2635500133037567,0.2348250076174736
cg23173032,chr14,49893070.0,49893070,chr14,0.16327999532222748,0.30643001198768616,0.23485500365495682
cg17641346,chr10,110568381.0,110568381,chr10,0.3377699851989746,0.1319500058889389,0.23485999554395676
cg19238520,chr6,28953581.0,28953581,chr6,0.3377699851989746,0.1319500058889389,0.23485999554395676
cg21663341,chr11,46345333.0,46345333,chr11,0.3377699851989746,0.1319500058889389,0.23485999554395676
cg13694800,chr9,134135933.0,134135933,chr9,0.15358999371528625,0.3161900043487549,0.23488999903202057
cg04821933,chr13,28658661.0,28658661,chr13,0.04312000051140785,0.42673999071121216,0.23492999561131
cg25933195,chr19,12722741.0,12722741,chr19,0.043230000883340836,0.42673999071121216,0.2349849957972765
cg17484976,chr20,62407354.0,62407354,chr20,0.39809998869895935,0.07187999784946442,0.23498999327421188
cg19409088,chr2,127526554.0,127526554,chr2,0.4660699963569641,0.003930000122636557,0.23499999823980033
cg11788523,chr19,57935401.0,57935401,chr19,0.43004000186920166,0.03996000066399574,0.2350000012665987
cg09481970,chr1,244971121.0,244971121,chr1,0.43004000186920166,0.03996000066399574,0.2350000012665987
cg01421539,chr17,10844807.0,10844807,chr17,0.43004000186920166,0.03996000066399574,0.2350000012665987
cg27421308,chr10,68333066.0,68333066,chr10,0.43004000186920166,0.03996000066399574,0.2350000012665987
cg21487830,chr17,50866344.0,50866344,chr17,0.2522299885749817,0.2178100049495697,0.2350199967622757
cg09476523,chr8,22999121.0,22999121,chr8,0.222680002450943,0.24740000069141388,0.23504000157117844
cg20091128,chr12,103841184.0,103841184,chr12,0.45107999444007874,0.019009999930858612,0.23504499718546867
ch.7.13122495F,chr7,13116344.0,13116344,chr7,0.3325600028038025,0.137580007314682,0.23507000505924225
cg26865879,chr8,123241522.0,123241522,chr8,0.46480000019073486,0.0053900000639259815,0.23509500012733042
cg11695653,chr22,44498505.0,44498505,chr22,0.45107999444007874,0.019130000844597816,0.23510499764233828
cg22272956,chr11,57741545.0,57741545,chr11,0.21331000328063965,0.25694000720977783,0.23512500524520874
cg13760670,chr20,33686571.0,33686571,chr20,0.07385999709367752,0.3964099884033203,0.23513499274849892
cg08089541,chr17,49708114.0,49708114,chr17,0.4701699912548065,0.00011000000085914508,0.23513999562783283
cg18940113,chr2,160407541.0,160407541,chr2,0.32872000336647034,0.14157000184059143,0.23514500260353088
cg09491787,chr5,140402341.0,140402341,chr5,0.34775999188423157,0.12262000143527985,0.2351899966597557
cg11045165,chr6,31660570.0,31660570,chr6,0.34775999188423157,0.12262000143527985,0.2351899966597557
cg00746130,chr6,31703493.0,31703493,chr6,0.3105500042438507,0.1598300039768219,0.2351900041103363
cg18048544,chr8,38176419.0,38176419,chr8,0.3105500042438507,0.1598300039768219,0.2351900041103363
cg24041036,chr14,58244918.0,58244918,chr14,0.3105500042438507,0.1598300039768219,0.2351900041103363
cg01783386,chr3,53130372.0,53130372,chr3,0.3105500042438507,0.1598300039768219,0.2351900041103363
cg04544938,chr11,76381384.0,76381384,chr11,0.3105500042438507,0.1598300039768219,0.2351900041103363
cg27618811,chr17,7614809.0,7614809,chr17,0.26434001326560974,0.20607000589370728,0.2352050095796585
cg20993243,chr20,31604365.0,31604365,chr20,0.05339999869465828,0.4170199930667877,0.235209995880723
cg25598409,chr6,43687914.0,43687914,chr6,0.11636999994516373,0.35405001044273376,0.23521000519394875
cg13616963,chr3,57597882.0,57597882,chr3,0.11636999994516373,0.35405001044273376,0.23521000519394875
cg19794939,chr11,27472857.0,27472857,chr11,0.34793001413345337,0.12250000238418579,0.23521500825881958
cg13674218,chr20,10674054.0,10674054,chr20,0.34793001413345337,0.12250000238418579,0.23521500825881958
cg15451413,chr19,7595617.0,7595617,chr19,0.34793001413345337,0.12250000238418579,0.23521500825881958
cg08341667,chr10,47384973.0,47384973,chr10,0.34793001413345337,0.12250000238418579,0.23521500825881958
cg04012924,chr11,13669154.0,13669154,chr11,0.34793001413345337,0.12250000238418579,0.23521500825881958
cg22800010,chr4,6269904.0,6269904,chr4,0.34793001413345337,0.12250000238418579,0.23521500825881958
cg07423906,chr17,81238543.0,81238543,chr17,0.34793001413345337,0.12250000238418579,0.23521500825881958
cg06851900,chr1,116373179.0,116373179,chr1,0.34793001413345337,0.12250000238418579,0.23521500825881958
cg01485838,chr14,100066342.0,100066342,chr14,0.34793001413345337,0.12250000238418579,0.23521500825881958
cg25538051,chr4,183407168.0,183407168,chr4,0.34793001413345337,0.12250000238418579,0.23521500825881958
cg21616088,chr6,98948187.0,98948187,chr6,0.34793001413345337,0.12250000238418579,0.23521500825881958
cg05267524,chr4,98996456.0,98996456,chr4,0.34793001413345337,0.12250000238418579,0.23521500825881958
cg24652271,chr20,10674056.0,10674056,chr20,0.34793001413345337,0.12250000238418579,0.23521500825881958
cg22591433,chr7,151058232.0,151058232,chr7,0.39656999707221985,0.07395999878644943,0.23526499792933464
cg07227744,chr19,20167249.0,20167249,chr19,0.39656999707221985,0.07395999878644943,0.23526499792933464
cg08866794,chr6,42136857.0,42136857,chr6,0.39656999707221985,0.07395999878644943,0.23526499792933464
cg00666294,chr6,30061159.0,30061159,chr6,0.39656999707221985,0.07395999878644943,0.23526499792933464
cg08970795,chr11,93783987.0,93783987,chr11,0.07633999735116959,0.3941900134086609,0.23526500537991524
cg05736987,chr14,22887041.0,22887041,chr14,0.46340999007225037,0.007199999876320362,0.23530499497428536
cg19113954,chr4,25161093.0,25161093,chr4,0.0940999984741211,0.3765699863433838,0.23533499240875244
cg22283488,chr18,46098616.0,46098616,chr18,0.4097299873828888,0.06095999851822853,0.23534499295055866
cg00599376,chr1,28643289.0,28643289,chr1,0.1035899966955185,0.367110013961792,0.23535000532865524
cg09285695,chr7,23531691.0,23531691,chr7,0.02515999972820282,0.44554999470710754,0.23535499721765518
cg06016394,chr12,67989422.0,67989422,chr12,0.2447900027036667,0.22592000663280487,0.23535500466823578
cg12438558,chr18,62187361.0,62187361,chr18,0.4429500102996826,0.02776000089943409,0.23535500559955835
cg09163958,chr1,212950543.0,212950543,chr1,0.4429500102996826,0.02776000089943409,0.23535500559955835
cg02853781,chr1,18902558.0,18902558,chr1,0.4429500102996826,0.02776000089943409,0.23535500559955835
cg00547077,chr19,58440388.0,58440388,chr19,0.41078999638557434,0.06004999950528145,0.2354199979454279
cg01453469,chr6,42928672.0,42928672,chr6,0.41078999638557434,0.06004999950528145,0.2354199979454279
cg27379065,chr19,19900728.0,19900728,chr19,0.17026999592781067,0.300570011138916,0.23542000353336334
cg11642927,chr5,134758691.0,134758691,chr5,0.17026999592781067,0.300570011138916,0.23542000353336334
cg21530087,chr15,85380527.0,85380527,chr15,0.017820000648498535,0.453029990196228,0.23542499542236328
cg15672331,chr15,85380533.0,85380533,chr15,0.017820000648498535,0.453029990196228,0.23542499542236328
ch.4.167276096F,chr4,166135493.0,166135493,chr4,0.09644000232219696,0.37443000078201294,0.23543500155210495
cg02789309,chr3,52057265.0,52057265,chr3,0.05795999988913536,0.41291001439094543,0.2354350071400404
cg23348158,chr19,49813321.0,49813321,chr19,0.05795999988913536,0.41291001439094543,0.2354350071400404
cg14219044,chr6,32971620.0,32971620,chr6,0.05795999988913536,0.41291001439094543,0.2354350071400404
cg01842685,chr12,55729817.0,55729817,chr12,0.05795999988913536,0.41291001439094543,0.2354350071400404
cg11551257,chr1,119712763.0,119712763,chr1,0.44648998975753784,0.024450000375509262,0.23546999506652355
cg04891959,chr17,7628019.0,7628019,chr17,0.43039000034332275,0.04058999940752983,0.2354899998754263
cg03208902,chr16,3215466.0,3215466,chr16,0.43039000034332275,0.04058999940752983,0.2354899998754263
cg01063243,chr13,77327040.0,77327040,chr13,0.4572199881076813,0.013770000077784061,0.23549499409273267
cg00170343,chr3,11272203.0,11272203,chr3,0.4572199881076813,0.013770000077784061,0.23549499409273267
cg10822866,chr20,62407351.0,62407351,chr20,0.39882999658584595,0.07218000292778015,0.23550499975681305
cg07645542,chr19,19861233.0,19861233,chr19,0.4660699963569641,0.00494999997317791,0.235509998165071
cg16048161,chr11,31369759.0,31369759,chr11,0.4660699963569641,0.00494999997317791,0.235509998165071
cg08868352,chr17,58659393.0,58659393,chr17,0.4660699963569641,0.00494999997317791,0.235509998165071
cg09135584,chr11,112280151.0,112280151,chr11,0.3950600028038025,0.07599999755620956,0.23553000018000603
cg01787285,chr1,2231242.0,2231242,chr1,0.29502999782562256,0.17608000338077545,0.235555000603199
cg16297271,chr14,94517970.0,94517970,chr14,0.29502999782562256,0.17608000338077545,0.235555000603199
ch.1.1249065F,chr1,39316790.0,39316790,chr1,0.4133099913597107,0.057819999754428864,0.23556499555706978
cg10106388,chr1,160862871.0,160862871,chr1,0.4494900107383728,0.02167999930679798,0.2355850050225854
cg06632214,chr11,314073.0,314073,chr11,0.42072001099586487,0.05046999827027321,0.23559500463306904
cg23600866,chr15,99250903.0,99250903,chr15,0.19021999835968018,0.2809799909591675,0.23559999465942383
cg23402661,chr17,81891911.0,81891911,chr17,0.19021999835968018,0.2809799909591675,0.23559999465942383
cg01719529,chr6,32177458.0,32177458,chr6,0.19021999835968018,0.2809799909591675,0.23559999465942383
cg26609202,chr1,10472628.0,10472628,chr1,0.19021999835968018,0.2809799909591675,0.23559999465942383
cg00987699,chr7,5190315.0,5190315,chr7,0.45190998911857605,0.01933000050485134,0.2356199948117137
cg10590292,chr12,51323889.0,51323889,chr12,0.3345000147819519,0.13675999641418457,0.23563000559806824
cg19532257,chr2,148876571.0,148876571,chr2,0.07709000259637833,0.3941900134086609,0.2356400080025196
cg04788957,chr10,103678249.0,103678249,chr10,0.07709000259637833,0.3941900134086609,0.2356400080025196
cg02504541,chr3,9396261.0,9396261,chr3,0.07709000259637833,0.3941900134086609,0.2356400080025196
cg14030285,chr3,9952059.0,9952059,chr3,0.07709000259637833,0.3941900134086609,0.2356400080025196
cg11201532,chr22,37486039.0,37486039,chr22,0.28036999702453613,0.19091999530792236,0.23564499616622925
cg20795139,chr3,154121352.0,154121352,chr3,0.28036999702453613,0.19091999530792236,0.23564499616622925
cg00498612,chr1,185157508.0,185157508,chr1,0.28036999702453613,0.19091999530792236,0.23564499616622925
cg10274830,chr6,151452873.0,151452873,chr6,0.4660699963569641,0.005309999920427799,0.23568999813869596
cg06341839,chr22,42649523.0,42649523,chr22,0.22571000456809998,0.24568000435829163,0.2356950044631958
cg13449727,chr1,169893940.0,169893940,chr1,0.37077000737190247,0.10063000023365021,0.23570000380277634
cg07550278,chr10,93702607.0,93702607,chr10,0.37077000737190247,0.10063000023365021,0.23570000380277634
cg13846563,chr12,2794826.0,2794826,chr12,0.4063799977302551,0.06503000110387802,0.23570499941706657
cg15260466,chr12,2794822.0,2794822,chr12,0.4063799977302551,0.06503000110387802,0.23570499941706657
cg03147337,chr16,58629739.0,58629739,chr16,0.46522000432014465,0.006209999788552523,0.2357150020543486
cg02472414,chr3,138594477.0,138594477,chr3,0.4041599929332733,0.06730999797582626,0.2357349954545498
cg02729805,chr20,32277870.0,32277870,chr20,0.40470001101493835,0.06678999960422516,0.23574500530958176
ch.1.3533603R,chr1,180988049.0,180988049,chr1,0.017249999567866325,0.454259991645813,0.23575499560683966
cg22583967,chr20,36952035.0,36952035,chr20,0.36550000309944153,0.10600999742746353,0.23575500026345253
cg26457665,chr5,53560629.0,53560629,chr5,0.36550000309944153,0.10600999742746353,0.23575500026345253
cg14221039,chr1,205430991.0,205430991,chr1,0.36550000309944153,0.10600999742746353,0.23575500026345253
cg17849948,chr20,49915777.0,49915777,chr20,0.36550000309944153,0.10600999742746353,0.23575500026345253
cg05586242,chr3,15601310.0,15601310,chr3,0.36550000309944153,0.10600999742746353,0.23575500026345253
cg03368643,chr6,30213822.0,30213822,chr6,0.36550000309944153,0.10600999742746353,0.23575500026345253
cg14981573,chr1,70205462.0,70205462,chr1,0.36550000309944153,0.10600999742746353,0.23575500026345253
cg13735691,chr19,35612804.0,35612804,chr19,0.021250000223517418,0.4502899944782257,0.23576999735087156
cg08080475,chr2,110205048.0,110205048,chr2,0.021250000223517418,0.4502899944782257,0.23576999735087156
cg15442534,chr3,167734974.0,167734974,chr3,0.46382999420166016,0.007770000025629997,0.23579999711364508
cg17678877,chr2,105037907.0,105037907,chr2,0.12640999257564545,0.34525999426841736,0.2358349934220314
cg15439745,chr17,30831563.0,30831563,chr17,0.22934000194072723,0.24247999489307404,0.23590999841690063
cg19526779,chr12,1691742.0,1691742,chr12,0.3493399918079376,0.12250000238418579,0.2359199970960617
cg02010185,chr14,75986471.0,75986471,chr14,0.4494900107383728,0.022360000759363174,0.235925005748868
cg21831501,chr1,173477113.0,173477113,chr1,0.4494900107383728,0.022360000759363174,0.235925005748868
cg01113084,chr7,158856326.0,158856326,chr7,0.3776699900627136,0.09420999884605408,0.23593999445438385
cg03852963,chr16,89491514.0,89491514,chr16,0.3776699900627136,0.09420999884605408,0.23593999445438385
cg15443174,chr6,145963659.0,145963659,chr6,0.3776699900627136,0.09420999884605408,0.23593999445438385
cg26519184,chr21,41816732.0,41816732,chr21,0.3776699900627136,0.09420999884605408,0.23593999445438385
cg21519645,chr20,13785044.0,13785044,chr20,0.045159999281167984,0.42673999071121216,0.23594999499619007
cg24629160,chr5,14581716.0,14581716,chr5,0.06988000124692917,0.4020400047302246,0.2359600029885769
cg19634537,chr1,26787744.0,26787744,chr1,0.1506199985742569,0.32131001353263855,0.23596500605344772
cg22917147,chr19,48446205.0,48446205,chr19,0.08687999844551086,0.3850800096988678,0.23598000407218933
cg23438841,chr11,3642260.0,3642260,chr11,0.06224999949336052,0.40977999567985535,0.23601499758660793
cg18239851,chr1,70206078.0,70206078,chr1,0.35304000973701477,0.11898999661207199,0.23601500317454338
cg27585874,chr19,44305165.0,44305165,chr19,0.3265799880027771,0.14548000693321228,0.2360299974679947
cg27422722,chr6,28606884.0,28606884,chr6,0.3394300043582916,0.13266000151634216,0.2360450029373169
cg23249321,chr20,8019886.0,8019886,chr20,0.23687000572681427,0.2352299988269806,0.23605000227689743
cg15809571,chr12,4648592.0,4648592,chr12,0.29387998580932617,0.17824000120162964,0.2360599935054779
cg00787537,chr1,211134496.0,211134496,chr1,0.20294000208377838,0.2691799998283386,0.2360600009560585
cg13556548,chr1,226000174.0,226000174,chr1,0.20294000208377838,0.2691799998283386,0.2360600009560585
cg26097271,chr14,70600628.0,70600628,chr14,0.20294000208377838,0.2691799998283386,0.2360600009560585
cg10038259,chr5,178204512.0,178204512,chr5,0.20294000208377838,0.2691799998283386,0.2360600009560585
cg27261378,chr19,43575639.0,43575639,chr19,0.20294000208377838,0.2691799998283386,0.2360600009560585
cg11305937,chr20,2208016.0,2208016,chr20,0.20294000208377838,0.2691799998283386,0.2360600009560585
cg23505931,chr22,41413906.0,41413906,chr22,0.20294000208377838,0.2691799998283386,0.2360600009560585
cg21553893,chr11,126211559.0,126211559,chr11,0.20294000208377838,0.2691799998283386,0.2360600009560585
cg13995432,chr3,180989478.0,180989478,chr3,0.20294000208377838,0.2691799998283386,0.2360600009560585
cg05396057,chr2,98608378.0,98608378,chr2,0.20294000208377838,0.2691799998283386,0.2360600009560585
cg05906871,chr10,95657068.0,95657068,chr10,0.20294000208377838,0.2691799998283386,0.2360600009560585
cg19470508,chr3,44761661.0,44761661,chr3,0.20294000208377838,0.2691799998283386,0.2360600009560585
cg25635864,chr11,66335914.0,66335914,chr11,0.38701000809669495,0.08511000126600266,0.2360600046813488
cg04239994,chr17,79220870.0,79220870,chr17,0.27570000290870667,0.19644999504089355,0.2360749989748001
cg09509622,chr20,16574987.0,16574987,chr20,0.27570000290870667,0.19644999504089355,0.2360749989748001
ch.14.95739172F,chr14,96203081.0,96203081,chr14,0.40042001008987427,0.07187999784946442,0.23615000396966934
cg13754879,chr4,44678186.0,44678186,chr4,0.09184999763965607,0.38051000237464905,0.23618000000715256
cg00059459,chr1,8283514.0,8283514,chr1,0.09184999763965607,0.38051000237464905,0.23618000000715256
cg22116234,chr5,181223258.0,181223258,chr5,0.09184999763965607,0.38051000237464905,0.23618000000715256
cg11237734,chr11,27506594.0,27506594,chr11,0.14034000039100647,0.3320299983024597,0.2361849993467331
cg09869033,chr6,33208592.0,33208592,chr6,0.04236000031232834,0.4300200045108795,0.23619000241160393
cg09303161,chr2,191677871.0,191677871,chr2,0.40487000346183777,0.06755000352859497,0.23621000349521637
cg26823630,chr4,109433286.0,109433286,chr4,0.40487000346183777,0.06755000352859497,0.23621000349521637
cg05568549,chr6,41939459.0,41939459,chr6,0.40487000346183777,0.06755000352859497,0.23621000349521637
cg24163736,chr17,1684955.0,1684955,chr17,0.40487000346183777,0.06755000352859497,0.23621000349521637
cg00082426,chr2,61536601.0,61536601,chr2,0.40487000346183777,0.06755000352859497,0.23621000349521637
cg06236559,chr18,47931931.0,47931931,chr18,0.40487000346183777,0.06755000352859497,0.23621000349521637
cg11856189,chr19,16197938.0,16197938,chr19,0.289359986782074,0.18308000266551971,0.23621999472379684
cg11314043,chr6,32972930.0,32972930,chr6,0.46382999420166016,0.008620000444352627,0.2362249973230064
cg14338234,chr3,94063408.0,94063408,chr3,0.39256998896598816,0.07991000264883041,0.2362399958074093
cg06330691,chr11,78962244.0,78962244,chr11,0.4572199881076813,0.015279999934136868,0.23624999402090907
cg22066186,chr2,113890172.0,113890172,chr2,0.4572199881076813,0.015279999934136868,0.23624999402090907
cg17674495,chr6,32968139.0,32968139,chr6,0.13311000168323517,0.3394399881362915,0.23627499490976334
cg05318427,chr2,84972196.0,84972196,chr2,0.17197999358177185,0.300570011138916,0.23627500236034393
cg26051060,chr21,42496191.0,42496191,chr21,0.17197999358177185,0.300570011138916,0.23627500236034393
cg15100630,chr6,30556690.0,30556690,chr6,0.17197999358177185,0.300570011138916,0.23627500236034393
cg05545105,chr6,28658214.0,28658214,chr6,0.45368000864982605,0.018890000879764557,0.2362850047647953
cg08276984,chr4,183445082.0,183445082,chr4,0.45368000864982605,0.018890000879764557,0.2362850047647953
cg12055914,chr1,28369576.0,28369576,chr1,0.45368000864982605,0.018890000879764557,0.2362850047647953
cg00316828,chr16,87951419.0,87951419,chr16,0.022360000759363174,0.4502899944782257,0.23632499761879444
cg15555970,chr18,3452318.0,3452318,chr18,0.4058699905872345,0.06678999960422516,0.23632999509572983
cg25277950,chr19,45639655.0,45639655,chr19,0.24674999713897705,0.22592000663280487,0.23633500188589096
cg07690692,chr16,30335756.0,30335756,chr16,0.3430599868297577,0.12962999939918518,0.23634499311447144
cg25191743,chr17,45317173.0,45317173,chr17,0.3430599868297577,0.12962999939918518,0.23634499311447144
cg20130751,chr12,57488072.0,57488072,chr12,0.3430599868297577,0.12962999939918518,0.23634499311447144
cg22941953,chr12,62467333.0,62467333,chr12,0.3430599868297577,0.12962999939918518,0.23634499311447144
cg20289237,chr17,4142635.0,4142635,chr17,0.3430599868297577,0.12962999939918518,0.23634499311447144
cg26187225,chr11,70270579.0,70270579,chr11,0.3996799886226654,0.07304999977350235,0.23636499419808388
cg04213038,chr11,6683435.0,6683435,chr11,0.37077000737190247,0.1019899994134903,0.23638000339269638
cg24471459,chr8,30744004.0,30744004,chr8,0.15877999365329742,0.3140000104904175,0.23639000207185745
cg04607975,chr22,42090931.0,42090931,chr22,0.3616499900817871,0.11116000264883041,0.23640499636530876
cg10959773,chr22,24555951.0,24555951,chr22,0.44508999586105347,0.027720000594854355,0.2364049982279539
cg02289689,chr19,35745942.0,35745942,chr19,0.3517099916934967,0.12110999971628189,0.2364099957048893
cg25227274,chr19,9538318.0,9538318,chr19,0.39858999848365784,0.07423999905586243,0.23641499876976013
cg07975834,chr1,111739528.0,111739528,chr1,0.2025499939918518,0.2703000009059906,0.2364249974489212
cg00454770,chr10,114527214.0,114527214,chr10,0.2025499939918518,0.2703000009059906,0.2364249974489212
cg04366385,chr4,78059227.0,78059227,chr4,0.2025499939918518,0.2703000009059906,0.2364249974489212
cg13212382,chr3,44555998.0,44555998,chr3,0.2025499939918518,0.2703000009059906,0.2364249974489212
cg18647927,chr15,45023108.0,45023108,chr15,0.4727199971675873,0.00015999999595806003,0.23643999858177267
cg19830192,chr3,59049933.0,59049933,chr3,0.16644999384880066,0.30643001198768616,0.2364400029182434
cg13918328,chr10,50740328.0,50740328,chr10,0.3493399918079376,0.12355999648571014,0.23644999414682388
cg14535068,chr2,219551696.0,219551696,chr2,0.31268998980522156,0.1602099984884262,0.23644999414682388
cg16532752,chr4,103198452.0,103198452,chr4,0.3493399918079376,0.12355999648571014,0.23644999414682388
cg23047952,chr19,45677408.0,45677408,chr19,0.3493399918079376,0.12355999648571014,0.23644999414682388
ch.1.1337107R,chr1,42841451.0,42841451,chr1,0.4494900107383728,0.023429999127984047,0.23646000493317842
cg27285618,chr15,84716463.0,84716463,chr15,0.41078999638557434,0.062210001051425934,0.23649999871850014
cg03045831,chr4,86594226.0,86594226,chr4,0.28497999906539917,0.18804000318050385,0.2365100011229515
